"A/C Compressor Active","A/C Pressure[psi]","Accelerator Pedal Sensor, Analog[V]","Accelerator Pedal Sensor, PWM[%]","Adaptation Throttle","Air Mass, Correction Factor","Ambient Air Pressure[psi]","Ambient Air Temperature[degree F]","Battery Voltage[V]","Boost Pressure[psi]","Brake Light Switch","Brake Pedal Position (From BCM)[%]","Camshaft Shifting Angle Deviation (Exhaust)[deg]","Camshaft Shifting Angle Deviation (Inlet)[deg]","Camshaft Shifting Angle, Exhaust[deg]","Camshaft Shifting Angle, Inlet[deg]","Condition Automatic Transmission","Cruise -","Cruise +","Cruise Control Resume","Engine Coolant Level Switch","Engine Coolant Temperature[degree C]","Engine Cooling Fan[%]","Evap-Flow[kg/h]","Exhaust Camshaft Adaptation[deg]","Exhaust Camshaft Reset Valve[%]","Fuel Pressure[kPa]","Fuel Pressure, Nominal Value[kPa]","Fuel Pump Relay","Fuel Pump, Duty Cycle[%]","Fuel Temperature[degree C]","Idlespeed, Deviation From Nominal[rpm]","Ignition Angle[deg BTDC]","Injection Time, Bank 1[ms]","Inlet Camshaft Adaptation (6-Cyl)[deg]","Inlet Camshaft Reset Valve[%]","Intake Air Temperature[degree C]","Lambda Control, Bank 1","Leakage Air Through Throttle Blade","Long-Term Fuel Trim Lower Part Load, Bank 1","Long-Term Fuel Trim Upper Part Load, Bank 1","Mass Air Flow[kg/h]","Misfire Counter","Misfire Counter 1 (5 Cyl)","Misfire Counter 2 (5 Cyl)","Misfire Counter 3 (5 Cyl)","Misfire Counter 4 (5 Cyl)","Misfire Counter 5 (5 Cyl)","Nominal Camshaft Shifting Angle, Exhaust[deg]","Nominal Camshaft Shifting Angle, Inlet[deg]","Nominal Throttle Angle[%]","Oil Level[%]","Oil Pressure Switch","Oxygen Front Sensor, Bank 1","Oxygen Rear Sensor, Bank 1[V]","Purge Valve, Dutycycle[%]","Short-Term Fuel Trim Idle, Bank 1[%]","Short-Term Fuel Trim, Bank 1","Throttle Angle[%]","Throttle Position Sensor, Potentiometer 1[V]","Throttle Position Sensor, Potentiometer 1[%]","Throttle Position Sensor, Potentiometer 2[V]","Throttle Position Sensor, Potentiometer 2[%]","Turbo Control Valve Dutycycle[%]","Vehicle Speed[km/h]"
"Off","84.867","0.87","17.39","OK","0.96","9.75","65.75","14.15","10.2","Off","0","-0.13","0.27","0.82","0.27","On","Off","Off","Off","Off","189.95","7.84","0","1.20","44.31","59.676","60","On","46.03","127.4","-1280","40.50","3.70","-1.74","7.84","79.25","C/L","1","1.02","1.00","66.90","0","0","1","0","0","2","1","0","13.04","79.68","Off","1.01","0.73","0","2.39","1.00","13.33","1.08","13.33","3.93","13.33","0","60.894"
"Off","84.867","0.92","18.46","OK","0.96","9.75","65.75","14.22","10.5","Off","0","0.14","0.23","0.39","0.25","On","Off","Off","Off","Off","189.95","7.84","0","1.20","43.53","60.513","60","On","46.46","127.4","-1280","37.50","4.34","-1.74","7.84","76.55","C/L","1","1.02","1.00","70","0","0","1","0","0","2","0","0.50","14.00","79.68","Off","0.98","0.77","0","2.39","1.00","13.33","1.09","13.73","3.9","17.65","0.78","62.137"
"On","90.936","0.91","18.14","OK","0.96","9.75","65.75","14.15","10.9","Off","0","0.03","0.15","0","2.63","On","Off","Off","Off","Off","189.95","7.84","0.11","1.20","7.84","60.111","60","On","47.10","125.6","-1280","34.50","5.49","-1.74","46.27","77.9","C/L","1","1.02","1.00","73.40","0","0","1","0","0","2","0","0","11.98","79.68","Off","0.99","0.79","32.42","2.39","0.99","11.76","1.02","11.76","4.01","10.98","0","60.894"
"Off","88.912","0.84","17.76","OK","0.96","9.75","65.75","14.29","10.4","Off","0","0.09","0.25","0.42","0.20","On","Off","Off","Off","Off","189.95","7.84","2.53","1.20","43.53","59.784","60","On","46.63","125.6","-1280","37.50","4.50","-1.74","7.84","80.6","C/L","1","1.02","1.00","86.10","0","0","1","0","0","2","0","4.50","13.96","79.68","Off","0.99","0.53","99.60","2.39","1.00","13.73","1.1","14.51","3.82","16.08","0","62.758"
"Off","82.844","1.1","24.36","OK","0.97","9.7","65.75","14.08","12.4","Off","0","-0.22","1.33","-0.18","17.36","On","Off","Off","Off","Off","189.95","7.84","1.66","1.20","7.84","59.61","60","On","47.35","125.6","-1280","33.00","6.36","-1.74","46.27","77.9","C/L","1","1.02","1.00","118.40","0","0","1","0","0","2","0","2","13.56","79.68","Off","1.01","0.8","99.60","2.39","0.94","13.73","1.09","13.73","3.9","13.73","0","67.108"
"Off","82.844","0.95","19.00","OK","0.97","9.7","65.75","14.22","10.7","Off","0","-0.03","0.16","0.39","0.17","On","Off","Off","Off","Off","191.3","7.84","2.21","1.20","43.92","60.306","60","On","47.24","125.6","-1280","39.00","3.71","-1.74","7.84","76.55","C/L","1","1.02","1.00","67","0","0","1","0","0","2","1","0","10.13","79.68","Off","1.01","0.78","99.60","2.39","0.96","13.33","1.08","13.33","3.92","9.80","0","65.865"
"Off","103.074","0.86","18.41","OK","0.97","9.7","65.75","14.22","10.6","Off","0","0.22","-1.66","0.08","4.64","On","Off","Off","Off","Off","191.3","7.84","2.04","1.20","7.84","59.904","60","On","47.31","123.8","-1280","36.00","4.11","-1.74","7.84","80.6","C/L","1","1.02","1.00","78.00","0","0","1","0","0","2","0","0","12.55","79.68","Off","1.01","0.52","99.60","2.39","0.99","9.80","0.96","10.20","4.03","9.80","0","64.001"
"Off","84.867","0.75","14.44","OK","0.97","9.7","64.4","14.08","10","Off","0","-0.16","0.31","0.63","0.24","On","Off","Off","Off","Off","191.3","7.84","0","1.20","45.10","60.285","60","On","45.32","123.8","-1280","3.00","1.17","-1.74","7.84","76.55","O/L","1","1.02","1.00","26.60","0","0","1","0","0","2","0.50","2.50","15.34","79.68","Off","0.99","0.79","0","2.39","1.01","14.51","1.12","14.12","3.9","12.94","16.77","60.894"
"Off","80.822","0.89","17.83","OK","0.97","9.7","64.4","14.15","10.4","Off","0","-0.06","0.37","0.49","0.25","On","Off","Off","Off","Off","189.95","7.84","2.72","1.20","44.31","59.883","60","On","46.79","122","-1270","39.00","3.85","-1.74","7.84","73.85","C/L","1","1.02","1.00","63.90","0","0","1","0","0","2","5","0","5.93","79.68","Off","1.03","0.11","56.64","2.39","1.05","5.88","0.81","5.88","4.19","5.88","0","59.652"
"On","115.212","0.63","12.54","OK","0.96","9.7","64.4","14.29","9.8","Off","0","0.59","6.03","0.75","1.11","On","Off","Off","Off","Off","189.95","7.84","0","1.20","7.84","58.622","60","On","46.16","122","-1110","12.75","3.86","-1.74","7.84","76.55","C/L","1","1.02","1.00","66.60","1","0","1","0","1","2","5.50","0","6.85","79.68","Off","0.97","0.81","3.91","2.39","1.00","5.49","0.75","4.31","4.26","3.53","0","54.681"
"Off","82.844","0.58","11.64","OK","0.96","9.7","64.4","14.22","9.8","Off","0","0.01","0.36","0.60","0.31","On","Off","Off","Off","Off","188.6","7.84","0","1.20","44.31","59.61","60","On","45.60","122","-960","25.50","2.19","-1.74","7.84","76.55","C/L","1","1.02","1.00","19.90","1","0","1","0","1","2","0","0","2.46","79.68","Off","8.89","0.01","0","2.39","1.00","2.35","0.67","2.35","4.33","2.35","0","47.846"
"Off","82.844","0.47","9.01","OK","0.96","9.7","64.4","14.08","9.8","Off","0","0.34","0.41","1","0.44","On","Off","Off","Off","Off","188.6","7.84","0","1.20","44.31","63.188","60","On","10.00","120.2","-730","-6.75","0.82","-1.74","7.84","76.55","O/L","0.90","1.02","1.00","12.70","1","0","1","0","1","2","2.50","0","2.03","79.68","Off","14.57","0","0","2.39","1.00","1.57","0.65","1.96","4.34","2.35","0","40.389"
"On","90.936","0.72","14.32","OK","0.96","9.7","64.4","14.15","9.8","Off","0","-0.59","0.22","10.85","0.31","On","Off","Off","Off","Off","187.25","7.84","0.01","1.20","45.49","59.589","60","On","45.67","120.2","-660","36.00","3.19","-1.74","7.84","73.85","C/L","0.80","1.02","1.00","14","1","0","1","0","1","2","4","0","2.57","79.68","Off","1.04","0.8","10.55","2.39","1.06","5.49","0.8","5.49","4.2","5.88","0","37.904"
"Off","88.912","0.68","13.06","OK","0.96","9.7","64.4","14.01","9.8","Off","0","-0.48","0.39","3.96","0.27","On","Off","Off","Off","Off","187.25","7.84","0.81","1.20","46.27","60.306","60","On","44.78","120.2","-710","39.00","2.67","-1.74","7.84","76.55","C/L","0.70","1.02","1.00","52.80","2","0","2","0","1","2","0","2.50","13.96","79.68","Off","1.00","0.14","99.60","2.39","1.02","11.76","1.07","13.73","3.92","12.94","0","37.282"
"Off","82.844","0.93","18.73","OK","0.96","9.7","64.4","14.15","10.9","Off","0","0.16","-0.14","0.14","5.42","On","Off","Off","Off","Off","188.6","7.84","1.64","1.20","7.84","59.926","60","On","47.61","120.2","-1070","33.75","5.84","-1.74","47.45","77.9","C/L","0.70","1.02","1.00","56.50","0","0","2","0","1","2","5.50","0","7.06","79.68","Off","1.02","0.81","99.60","2.39","0.90","12.55","1.07","14.12","3.73","19.61","17.94","44.117"
"Off","82.844","1.07","21.51","OK","0.96","9.7","64.4","14.29","11.8","Off","0","-0.06","-0.05","-0.12","17.20","On","Off","Off","Off","Off","189.95","7.84","0.61","1.20","7.84","59.73","60","On","48.35","120.2","-1280","32.25","7.15","-1.74","46.27","77.9","C/L","0.70","1.02","1.00","128.20","0","0","2","0","1","2","0","7","14.63","79.68","Off","1.02","0.77","82.80","2.39","1.02","17.25","1.23","17.25","3.77","17.25","0","53.438"
"Off","90.936","1.2","24.25","OK","0.97","9.7","64.4","14.15","11.9","Off","0","0.08","0.07","0.08","19.36","On","Off","Off","Off","Off","192.65","7.84","0","1.20","7.84","59.806","60","On","48.47","120.2","-1170","23.25","9.17","-1.74","45.88","81.95","C/L","0.70","1.02","1.00","138.10","0","0","2","0","1","2","0","19","24.47","79.68","Off","1.00","0.71","0","2.39","0.96","14.51","1.13","14.90","3.87","13.33","0","60.894"
"Off","82.844","0.98","19.44","OK","0.97","9.7","64.4","14.29","10.8","Off","0","0.05","0.19","0.41","0.27","On","Off","Off","Off","Off","194","7.84","0","1.20","44.71","60.405","60","On","46.67","118.4","-1280","42.00","2.97","-1.74","7.84","77.9","C/L","0.70","1.02","1.00","58.20","0","0","2","0","1","2","2","0","7.83","79.68","Off","1.03","0.68","0","2.39","0.94","5.10","0.77","5.10","4.23","5.10","0","62.137"
"Off","82.844","0.41","8.01","OK","0.97","9.7","64.4","14.22","9.9","Off","0","7.31","0.27","1.67","0.31","On","Off","Off","Off","Off","192.65","7.84","0","1.20","7.84","62.862","60","On","10.00","118.4","-1180","-2.25","0.74","-1.74","7.84","73.85","O/L","0.90","1.02","1.00","50.30","0","0","2","0","1","2","0.50","0","11.62","79.68","Off","0.99","0.8","0","2.39","1.00","12.94","1.05","12.55","3.94","12.94","0","55.923"
"On","115.212","0.9","18.00","OK","0.97","9.7","64.4","14.08","10.4","Off","0","0.30","0.33","0.33","0.35","On","Off","Off","Off","Off","189.95","7.84","0.15","1.20","7.84","59.666","60","On","47.41","118.4","-1110","33.75","5.80","-1.74","46.67","79.25","C/L","0.90","1.02","1.00","122.80","0","0","2","0","1","2","0","14.50","16.98","79.68","Off","0.98","0.21","41.01","2.39","1.02","10.98","1.01","12.16","3.96","12.16","0","57.788"
"Off","84.867","0.98","19.71","OK","0.97","9.7","64.4","14.15","10.9","Off","0","-0.20","0.31","0.63","0.36","On","Off","Off","Off","Off","189.95","7.84","2.97","1.20","43.53","59.958","60","On","46.83","118.4","-1210","32.25","6.56","-1.74","45.49","77.9","C/L","0.90","1.02","1.00","104.20","0","0","2","0","1","2","0","14","16.17","79.68","Off","0.99","0.75","99.60","2.39","1.02","13.73","1.1","13.73","3.9","14.12","0","60.273"
"Off","84.867","0.9","17.93","OK","0.97","9.7","64.4","14.22","10.5","Off","0","-1.82","0.28","4.64","0.28","On","Off","Off","Off","Off","189.95","7.84","2.32","1.20","43.53","60.219","60","On","45.10","118.4","-1240","42.00","2.20","-1.74","7.84","73.85","C/L","0.90","1.02","1.00","51","0","0","2","0","1","2","2.50","0","4.70","79.68","Off","1.02","0.14","0","2.39","1.00","2.75","0.69","2.75","4.25","7.84","0","57.788"
"On","109.143","0.74","14.78","OK","0.97","9.7","64.4","14.08","9.9","Off","0","-0.06","0.33","1.30","0.35","On","Off","Off","Off","Off","191.3","7.84","0.05","1.20","44.31","60.339","60","On","45.86","118.4","-1160","41.25","2.40","-1.74","7.84","75.2","C/L","0.90","1.02","1.00","90.90","0","0","2","0","1","2","0","9","15.46","79.68","Off","0.99","0.17","17.97","2.39","1.05","7.84","0.87","7.45","4.13","7.45","0","57.788"
"Off","84.867","0.75","15.33","OK","0.96","9.7","64.4","14.01","9.9","Off","0","-0.06","0.31","1.74","0.30","On","Off","Off","Off","Off","191.3","7.84","0","1.20","44.71","59.523","60","On","45.90","118.4","-1130","38.25","3.90","-1.74","7.84","77.9","C/L","0.90","1.02","1.00","42.50","0","0","2","0","1","2","3.50","0","10.70","79.68","Off","1.00","0.79","0","2.39","0.95","14.12","1.09","12.94","3.93","12.94","11.31","55.923"
"Off","84.867","0.95","19.03","OK","0.96","9.7","64.4","14.08","10.6","Off","0","0.19","-0.44","0.16","12.42","On","Off","Off","Off","Off","189.95","7.84","0","1.20","43.14","59.871","60","On","46.90","118.4","-1150","27.00","8.13","-1.74","46.67","75.2","C/L","0.90","1.02","1.00","119.30","0","0","2","0","1","2","0","0.50","13.77","79.68","Off","1.01","0.8","0","2.39","0.97","13.73","1.09","13.33","3.91","10.59","0","60.273"
"Off","82.844","0.6","11.16","OK","0.96","9.7","64.4","14.22","10","Off","0","0.18","0.23","7.02","0.30","On","Off","Off","Off","Off","189.95","7.84","0","1.20","45.10","60.252","60","On","45.87","118.4","-1130","13.50","1.15","-1.74","7.84","73.85","O/L","0.90","1.02","1.00","16.40","0","0","2","0","1","2","0","0","2.74","79.68","Off","11.20","0","0","2.39","1.00","9.41","0.96","10.20","4.01","10.98","0","54.681"
"Off","109.143","0.79","16.05","OK","0.96","9.7","64.4","14.22","10","Off","0","-0.16","0.36","1.09","0.30","On","Off","Off","Off","Off","191.3","7.84","0.08","1.20","42.35","59.622","60","On","46.49","118.4","-1170","39.75","3.25","-1.74","7.84","77.9","C/L","0.90","1.02","1.00","80.10","0","0","2","0","1","2","0","15","16.41","79.68","Off","0.98","0.32","14.06","2.39","1.02","14.51","1.14","14.90","3.78","19.61","0","59.03"
"Off","84.867","1.09","21.85","OK","0.96","9.7","64.4","14.15","11.6","Off","0","0.20","0.22","0.60","0.25","On","Off","Off","Off","Off","189.95","7.84","0","1.20","7.84","61.416","60","On","10.00","118.4","-1120","-2.25","0.78","-1.74","7.84","77.9","O/L","1","1.02","1.00","15.70","0","0","2","0","1","2","1.50","0","10.67","79.68","Off","0.96","0.78","0","2.39","1.00","11.76","1.56","23.14","3.69","18.82","27.30","56.545"
"Off","82.844","1.08","21.95","OK","0.96","9.7","64.4","14.15","11.8","Off","0","0.23","1.63","0.17","9.72","On","Off","Off","Off","Off","189.95","7.84","1.07","1.20","43.92","60.339","60","On","45.92","118.4","-1240","42.00","2.54","-1.74","7.84","73.85","C/L","1","1.02","1.00","60","0","0","2","0","1","2","1","0","9.88","79.68","Off","1.01","0.67","71.09","2.39","0.96","3.53","0.73","3.92","4.27","3.92","0","59.03"
"On","111.166","0.55","11.16","OK","0.96","9.7","64.4","14.22","9.9","Off","0","0.73","0.22","7.80","0.33","On","Off","Off","Off","Off","189.95","7.84","0","1.20","40.78","59.73","60","On","46.49","118.4","-1090","37.50","4.10","-1.74","7.84","75.2","C/L","1","1.02","1.00","90.70","0","0","2","0","1","2","0","3","13.59","79.68","Off","0.98","0.19","66.01","2.39","1.04","13.73","1.1","14.12","3.77","17.25","0","54.681"
"Off","84.867","1","19.34","OK","0.96","9.7","64.4","14.08","11.1","Off","0","0.33","-0.88","0.28","5.88","On","Off","Off","Off","Off","189.95","7.84","0.23","1.20","7.84","59.436","60","On","48.26","118.4","-1140","34.50","5.37","-1.74","46.27","77.9","C/L","1","1.02","1.00","85.70","0","0","2","0","1","2","0","4.50","9.96","79.68","Off","1.02","0.68","62.10","2.39","0.98","7.84","0.88","7.84","4.12","7.84","0","56.545"
"Off","82.844","0.74","14.30","OK","0.96","9.7","64.4","14.15","9.9","Off","0","0.66","0.34","0.78","0.22","On","Off","Off","Off","Off","189.95","7.84","2.20","1.20","46.27","60.024","60","On","46.17","118.4","-1110","41.25","2.55","-1.74","7.84","75.2","C/L","1","1.02","1.00","51.50","0","0","2","0","1","2","1","0","11.95","79.68","Off","0.95","0.15","99.60","2.39","1.02","19.22","1.26","17.25","3.78","16.86","15.60","57.166"
"Off","82.844","1.11","22.17","OK","0.96","9.7","64.4","14.15","10.8","Off","0","-0.17","0.39","0.50","0.35","On","Off","Off","Off","Off","191.3","7.84","0.59","1.20","45.49","60.48","60","On","46.20","118.4","-1180","40.50","3.30","-1.74","7.84","73.85","C/L","1","1.02","1.00","52.90","0","0","2","0","1","2","1.50","0","8.82","79.68","Off","1.02","0.71","0","2.39","0.95","8.24","0.9","8.24","4.18","6.27","0","57.788"
"Off","103.074","0.65","12.91","OK","0.96","9.7","64.4","14.29","9.8","Off","0","0.02","0.28","7.22","0.31","On","Off","Off","Off","Off","191.3","7.84","0","1.20","38.82","59.709","60","On","46.27","118.4","-1100","41.25","2.88","-1.74","7.84","76.55","C/L","1","1.02","1.00","49.10","0","0","2","0","1","2","1.50","0","8.77","79.68","Off","1.02","0.68","4.69","2.39","0.95","12.94","1.06","12.55","3.97","10.59","0","56.545"
"Off","82.844","0.87","17.22","OK","0.96","9.7","64.4","14.22","10.2","Off","0","-0.03","0.37","1.33","0.38","On","Off","Off","Off","Off","191.3","7.84","0.42","1.20","7.84","59.578","60","On","46.09","118.4","-1130","41.25","2.76","-1.74","7.84","75.2","C/L","1","1.02","1.00","49","0","0","2","0","1","2","0","0","12.83","79.68","Off","1.00","0.24","44.53","2.39","1.00","12.55","1.06","12.55","3.94","12.94","0","57.166"
"Off","82.844","0.93","17.47","OK","0.96","9.7","64.4","14.15","10.3","Off","0","-0.34","0.36","0.50","0.30","On","Off","Off","Off","Off","189.95","7.84","0","1.20","44.71","60.045","60","On","45.59","118.4","-1200","42.00","2.72","-1.74","7.84","72.5","C/L","1","1.02","1.00","27","0","0","2","0","1","2","0","0","3.12","79.68","Off","2.11","0.07","0","2.39","1.00","8.63","0.91","8.63","4.09","9.02","0","56.545"
"On","109.143","0.82","16.35","OK","0.95","9.7","64.4","14.08","10.2","Off","0","0","0.27","0.78","0.30","On","Off","Off","Off","Off","189.95","7.84","0.13","1.20","45.10","60.045","60","On","46.08","118.4","-1080","37.50","4.60","-1.74","7.84","75.2","C/L","1","1.02","1.00","66.80","0","0","2","0","1","2","0","0","11.70","79.68","Off","1.01","0.19","23.83","2.39","1.01","16.47","1.15","14.51","3.89","13.33","0","56.545"
"Off","84.867","0.87","17.30","OK","0.96","9.7","64.4","14.22","10.1","Off","0","-0.28","0.39","0.42","0.41","On","Off","Off","Off","Off","189.95","7.84","0.46","1.20","7.84","59.784","60","On","47.18","118.4","-1140","33.75","5.94","-1.74","45.88","76.55","C/L","1","1.02","1.00","91.60","0","0","2","0","1","2","0","7","14.36","79.68","Off","1.01","0.74","0","2.39","1.02","14.12","1.11","12.94","3.94","12.94","0","59.03"
"Off","82.844","0.95","18.81","OK","0.96","9.7","64.4","14.22","10.4","Off","0","-0.32","0.30","0.71","0.31","On","Off","Off","Off","Off","189.95","7.84","0","1.20","44.71","60.034","60","On","46.27","118.4","-1250","41.25","3.22","-1.74","7.84","73.85","C/L","1","1.02","1.00","39.80","0","0","2","0","1","2","5.50","0","7.17","79.68","Off","0.99","0.52","0","2.39","1.02","7.06","0.85","7.06","4.16","4.31","0","60.273"
"Off","82.844","0.58","12.04","OK","0.95","9.7","64.4","14.22","9.8","Off","0","0.77","0.31","1.89","0.28","On","Off","Off","Off","Off","191.3","7.84","0","1.20","7.84","61.263","60","On","10.00","118.4","-1190","-2.25","0.76","-1.74","7.84","72.5","O/L","1.10","1.02","1.00","34.80","1","0","2","1","1","2","3.50","0","8.78","79.68","Off","0.96","0.1","0","2.39","0.98","7.84","0.88","7.84","4.12","7.84","0","57.166"
"Off","94.982","0.65","12.38","OK","0.95","9.7","64.4","14.08","9.8","Off","0","0.23","0.30","7.36","0.27","On","Off","Off","Off","Off","189.95","7.84","0.12","1.20","38.43","59.578","60","On","46.62","118.4","-1100","33.00","6.11","-1.74","47.06","76.55","C/L","1.10","1.02","1.00","95.10","1","0","2","1","1","2","0","6","13.81","79.68","Off","0.96","0.23","23.83","2.39","1.00","13.73","1.1","13.73","3.98","11.76","0","57.788"
"Off","82.844","0.87","17.47","OK","0.95","9.7","65.75","14.08","10.2","Off","0","-0.73","0.34","1.24","0.28","On","Off","Off","Off","Off","189.95","7.84","1.06","1.20","7.84","59.6","60","On","48.19","118.4","-1140","29.25","7.10","-1.74","42.75","76.55","C/L","1.10","1.02","1.00","90.90","1","0","2","1","1","2","0","5","13.45","79.68","Off","0.96","0.72","99.60","2.39","0.95","9.02","0.91","9.02","4.08","9.02","0","55.923"
"Off","82.844","1.02","20.85","OK","0.96","9.7","65.75","14.22","11.5","Off","0","0.16","2.31","0.24","12.52","On","Off","Off","Off","Off","189.95","7.84","2.75","1.20","43.53","60.024","60","On","46.67","118.4","-1150","34.50","5.15","-1.74","47.45","73.85","C/L","1.10","1.02","1.00","110.80","1","0","2","1","1","2","0","6","14.21","79.68","Off","0.97","0.23","12.11","2.39","1.03","14.12","1.11","11.37","4","10.59","0","60.273"
"On","117.236","0.66","13.11","OK","0.96","9.7","64.4","14.22","10","Off","0","0.78","0.41","0.78","0.31","On","Off","Off","Off","Off","191.3","7.84","0","1.20","7.84","62.338","60","On","10.00","118.4","-1230","39.75","1.94","-1.74","7.84","76.55","O/L","1.10","1.02","1.00","24.10","0","0","2","1","1","2","7","0","6.32","79.68","Off","0.96","0.1","0","2.39","1.03","7.84","0.88","7.84","4.13","7.45","0","59.03"
"Off","84.867","0.69","13.76","OK","0.96","9.7","64.4","14.29","9.8","Off","0","1.30","0.33","3.44","0.35","On","Off","Off","Off","Off","191.3","7.84","0","1.20","44.31","60.045","60","On","45.25","118.4","-1200","39.00","4.09","-1.74","7.84","76.55","C/L","1.10","1.02","1.00","44.50","0","0","2","1","1","2","0","0","10.08","79.68","Off","0.99","0.2","0","2.39","1.02","12.16","1.02","11.76","3.96","12.16","0","57.166"
"Off","82.844","0.94","18.79","OK","0.96","9.7","64.4","14.15","10.4","Off","0","0.23","0.28","0.39","0.38","On","Off","Off","Off","Off","189.95","7.84","0","1.20","7.84","60.024","60","On","48.03","118.4","-1180","26.25","8.29","-1.74","45.49","73.85","C/L","1.10","1.02","1.00","86.50","0","0","2","1","1","2","0","13","15.90","79.68","Off","0.99","0.13","0","2.39","1.06","12.55","1.07","13.33","4.03","10.20","0","59.652"
"Off","82.844","0.79","15.69","OK","0.96","9.7","64.4","14.29","10","Off","0","0.06","0.41","0.41","4.67","On","Off","Off","Off","Off","189.95","7.84","0","1.20","7.84","59.523","60","On","46.32","118.4","-1210","39.75","3.41","-1.74","7.84","73.85","C/L","1.10","1.02","1.00","51.40","0","0","2","1","1","2","1.50","0","8.90","79.68","Off","1.04","0.73","0","2.39","0.98","16.47","1.14","14.51","3.9","13.33","13.65","57.788"
"Off","92.96","1.03","22.63","OK","0.96","9.7","64.4","14.15","11.9","Off","0","0.22","0.47","0.36","0.31","On","Off","Off","Off","Off","191.3","7.84","0","1.20","45.88","60.492","60","On","45.11","118.4","-1210","6.75","1.16","-1.74","7.84","77.9","O/L","1.10","1.02","1.00","16.90","0","0","2","1","1","2","0","0","2.73","79.68","Off","11.98","0","0","2.39","1.00","2.75","0.68","2.35","4.32","2.75","0","55.923"
"Off","82.844","0.86","17.13","OK","0.96","9.7","64.4","14.08","10","Off","0","0.09","0.41","0.94","0.35","On","Off","Off","Off","Off","191.3","7.84","0.02","1.20","41.57","60.176","60","On","46.29","118.4","-1140","36.75","4.57","-1.74","7.84","73.85","C/L","1.20","1.02","1.00","72.10","0","0","2","1","1","2","0","0","10.66","79.68","Off","0.97","0.18","12.50","2.39","1.03","7.84","0.74","3.53","4.28","3.92","0","57.166"
"Off","82.844","0.41","8.01","OK","0.96","9.7","64.4","14.22","9.9","Off","0","0.86","0.45","0.82","0.49","On","Off","Off","Off","Off","189.95","7.84","0","1.20","42.35","59.316","60","On","46.86","118.4","-1050","33.75","4.92","-1.74","49.02","72.5","C/L","1.20","1.02","1.00","75.10","0","0","2","1","1","2","0","0","11.90","79.68","Off","1.02","0.74","12.11","2.39","0.99","13.33","1.09","13.33","3.92","13.33","0","54.681"
"On","117.236","0.92","18.44","OK","0.96","9.7","64.4","14.22","10.5","Off","0","0.37","0.31","0.49","0.30","On","Off","Off","Off","Off","189.95","7.84","2.13","1.20","43.53","59.622","60","On","46.72","118.4","-1150","36.75","5.37","-1.74","47.84","77.9","C/L","1.20","1.02","1.00","80.10","0","0","2","1","1","2","0","1.50","13.05","79.68","Off","0.98","0.2","99.60","2.39","1.01","9.80","0.94","10.20","3.98","13.73","0.39","59.03"
"Off","82.844","1.03","20.12","OK","0.96","9.7","64.4","14.22","10.6","Off","0","-0.24","0.28","2.52","0.27","On","Off","Off","Off","Off","189.95","7.84","1.35","1.20","44.31","60.339","60","On","45.88","118.4","-1160","32.25","6.78","-1.74","43.14","76.55","C/L","1.20","1.02","1.00","124.50","0","0","2","1","1","2","0","14.50","12.39","79.68","Off","0.95","0.82","75.38","2.39","0.97","9.41","0.95","9.41","4.13","6.67","0","59.03"
"Off","82.844","0.62","12.38","OK","0.96","9.7","64.4","14.15","9.9","Off","0","0.06","0.37","7.14","0.42","On","Off","Off","Off","Off","189.95","7.84","0.72","1.20","7.84","58.806","60","On","46.03","118.4","-1150","38.25","3.59","-1.74","7.84","72.5","C/L","1.20","1.02","1.00","82.00","0","0","2","1","1","2","0","0","11.24","79.68","Off","0.93","0.19","99.60","2.39","0.97","7.06","0.83","6.27","4.13","8.24","0","57.788"
"On","111.166","0.79","19.10","OK","0.96","9.7","64.4","14.22","11.3","Off","0","0.22","3.76","0.31","0.35","On","Off","Off","Off","Off","191.3","7.84","2.65","1.20","44.71","60.459","60","On","45.40","118.4","-1220","42.00","3.38","-1.74","7.84","75.2","C/L","1.20","1.02","1.00","85.10","0","0","2","1","1","2","0.50","0","11.76","79.68","Off","0.97","0.17","99.60","2.39","1.05","8.63","0.9","8.63","4.09","8.63","0","59.652"
"Off","82.844","0.64","12.72","OK","0.95","9.7","64.4","14.36","9.9","Off","0","0.83","0.30","6.97","0.35","On","Off","Off","Off","Off","191.3","7.84","0","1.20","45.10","59.763","60","On","45.79","118.4","-1150","33.75","5.76","-1.74","46.67","75.2","C/L","1.20","1.02","1.00","82.50","0","0","2","1","1","2","0.50","0","11.44","79.68","Off","0.99","0.21","99.60","2.39","1.00","8.24","0.9","8.63","4.09","8.63","0","57.788"
"Off","82.844","0.79","15.81","OK","0.95","9.7","64.4","14.15","10","Off","0","-0.24","0.36","1.45","0.38","On","Off","Off","Off","Off","191.3","7.84","2.10","1.20","7.84","59.752","60","On","46.42","118.4","-1190","40.50","2.85","-1.74","7.84","72.5","C/L","1.20","1.02","1.00","53.90","0","0","2","1","1","2","2","0","7.84","79.68","Off","1.03","0.74","65.62","2.39","1.02","7.06","0.86","7.45","4.13","7.45","0","57.166"
