Row,Accelerator Pedal Position (APP) Indicated Angle [%],Air Conditioning (AC) Relay Command,Air Flow Calculated [g/s],Calculated Three Way Catalyst (TWC) Temperature Bank 1 [degree C],Calculated Three Way Catalyst (TWC) Temperature Bank 2 [degree C],Camshaft Position (CMP) Sensor [rpm],Cycles Of Misfire Data,Cylinder 1 Injector Circuit Open Test Status,Cylinder 1 Injector Circuit Short Gnd Test Status,Cylinder 1 Injector Circuit Short Volts Test Status,Cylinder 1 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 1 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 1 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 2 Injector Circuit Open Test Status,Cylinder 2 Injector Circuit Short Gnd Test Status,Cylinder 2 Injector Circuit Short Volts Test Status,Cylinder 2 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 2 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 2 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 3 Injector Circuit Open Test Status,Cylinder 3 Injector Circuit Short Gnd Test Status,Cylinder 3 Injector Circuit Short Volts Test Status,Cylinder 3 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 3 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 3 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 4 Injector Circuit Open Test Status,Cylinder 4 Injector Circuit Short Gnd Test Status,Cylinder 4 Injector Circuit Short Volts Test Status,Cylinder 4 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 4 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 4 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 5 Injector Circuit Open Test Status,Cylinder 5 Injector Circuit Short Gnd Test Status,Cylinder 5 Injector Circuit Short Volts Test Status,Cylinder 5 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 5 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 5 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 6 Injector Circuit Open Test Status,Cylinder 6 Injector Circuit Short Gnd Test Status,Cylinder 6 Injector Circuit Short Volts Test Status,Cylinder 6 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 6 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 6 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 7 Injector Circuit Open Test Status,Cylinder 7 Injector Circuit Short Gnd Test Status,Cylinder 7 Injector Circuit Short Volts Test Status,Cylinder 7 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 7 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 7 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 8 Injector Circuit Open Test Status,Cylinder 8 Injector Circuit Short Gnd Test Status,Cylinder 8 Injector Circuit Short Volts Test Status,Cylinder 8 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 8 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 8 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder Deactivation Performance Test,Engine Coolant Temperature (ECT) Sensor [degree C],Engine Load [%],Engine Oil Pressure Sensor [kPa],Engine Run Time,Engine Speed [rpm],Fuel Tank Level Remaining [%],Ignition 1 Signal [V],Injector 1 Disabled Due To Misfire,Injector 2 Disabled Due To Misfire,Injector 3 Disabled Due To Misfire,Injector 4 Disabled Due To Misfire,Injector 5 Disabled Due To Misfire,Injector 6 Disabled Due To Misfire,Injector 7 Disabled Due To Misfire,Injector 8 Disabled Due To Misfire,Injector PWM Bank 1 [ms],Injector PWM Bank 2 [ms],Intake Air Temperature (IAT) Sensor [degree C],Malfunction Indicator Lamp (MIL) Requested By DTC,Manifold Absolute Pressure (MAP) Sensor [kPa],Mass Air Flow (MAF) Sensor [g/s],Misfire Current Cylinder 1,Misfire Current Cylinder 2,Misfire Current Cylinder 3,Misfire Current Cylinder 4,Misfire Current Cylinder 5,Misfire Current Cylinder 6,Misfire Current Cylinder 7,Misfire Current Cylinder 8,Misfire History Cylinder 1,Misfire History Cylinder 2,Misfire History Cylinder 3,Misfire History Cylinder 4,Misfire History Cylinder 5,Misfire History Cylinder 6,Misfire History Cylinder 7,Misfire History Cylinder 8,Power Enrichment,Spark [deg],Throttle Position (TP) Indicated Angle [%],Total Misfire [counts],Vehicle Speed Sensor [km/h]
77,0.500,Off,6.406,294,294,539,53,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,21.176,324,00:04:00,547.500,98.931,14.417,No,No,No,No,No,No,No,No,2.479,2.329,13,No,37,6.260,0,0,0,0,0,0,42,0,0,8,0,2,0,1,553,0,Inactive,32,17.980,102,0
78,0.500,Off,6.094,294,294,581,56,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.216,328,00:04:00,580.250,98.931,14.293,No,No,No,No,No,No,No,No,2.133,2.058,13,No,35,6.040,0,0,0,0,0,0,44,0,0,8,0,2,0,1,553,0,Inactive,27,17.824,102,0
79,0.500,Off,5.742,294,294,547,57,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.608,328,00:04:00,553,98.931,14.343,No,No,No,No,No,No,No,No,2.178,2.073,13,No,35,6.100,0,0,0,0,0,0,48,0,0,8,0,2,0,1,553,0,Inactive,30.500,17.980,102,0
80,0.500,Off,5.859,294,294,562,59,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.608,324,00:04:01,565.250,98.931,14.218,No,No,No,No,No,No,No,No,2.163,2.058,13,No,35,6.120,0,0,0,0,0,0,48,0,0,8,0,2,0,1,553,0,Inactive,30.500,17.980,102,0
81,0.500,Off,5.492,294,294,501,61,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,20.392,328,00:04:01,498.250,98.931,14.343,No,No,No,No,No,No,No,No,2.284,2.178,13,No,36,6.210,0,0,0,0,0,0,50,0,0,8,0,2,0,1,553,0,Inactive,31,18.684,102,0
82,0.500,Off,5.930,294,294,529,63,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,21.961,324,00:04:02,550,98.931,14.293,No,No,No,No,No,No,No,No,2.569,2.434,13,No,38,6.870,0,0,0,0,0,0,50,0,0,8,0,2,0,1,553,0,Inactive,32.500,18.547,102,0
83,0.500,Off,6.531,294,294,604,65,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,20.392,328,00:04:02,613.250,98.931,14.343,No,No,No,No,No,No,No,No,2.329,2.254,13,No,37,6.390,0,0,0,0,0,0,50,0,0,8,0,2,0,1,553,0,Inactive,23,18.254,102,0
84,0.500,Off,6.023,294,294,593,67,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.216,328,00:04:02,595.500,98.931,14.318,No,No,No,No,No,No,No,No,2.118,2.043,13,No,35,6.040,0,0,0,0,0,0,50,0,0,8,0,2,0,1,553,0,Inactive,25.500,17.824,102,0
85,0.500,Off,5.742,294,294,558,69,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.608,328,00:04:03,564,98.931,14.244,No,No,No,No,No,No,No,No,2.133,2.028,13,No,35,6.050,0,0,0,0,0,0,52,0,0,8,0,2,0,1,553,0,Inactive,30.500,17.824,102,0
86,0.500,Off,5.523,294,294,499,70,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,20,320,00:04:03,483.750,98.931,14.044,No,No,No,No,No,No,No,No,2.359,2.239,13,No,36,6.380,0,2,0,0,0,0,54,0,0,8,0,2,0,1,553,0,Inactive,31,18.117,102,0
87,0.500,Off,6.039,294,294,544,72,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,21.569,328,00:04:04,524.750,98.931,14.318,No,No,No,No,No,No,No,No,2.509,2.389,13,No,38,6.680,0,2,0,0,0,0,58,0,0,8,0,2,0,1,553,0,Inactive,32,18.117,102,0
88,0.500,Off,6.555,294,294,614,74,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.608,328,00:04:04,622,98.931,14.318,No,No,No,No,No,No,No,No,2.254,2.133,13,No,36,6.320,0,2,0,0,0,0,60,0,0,8,0,2,0,1,553,0,Inactive,21.500,18.117,102,0
89,0.500,Off,6.078,294,294,603,76,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.216,328,00:04:04,603.750,98.931,14.244,No,No,No,No,No,No,No,No,2.103,1.998,13,No,34,6.060,0,2,0,0,0,0,62,0,0,8,0,2,0,1,553,0,Inactive,22.500,17.980,102,0
90,0.500,Off,5.367,294,294,531,78,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.608,324,00:04:05,533.750,98.931,14.244,No,No,No,No,No,No,No,No,2.239,2.118,13,No,35,6.120,0,2,0,0,0,0,62,0,0,8,0,2,0,1,553,0,Inactive,31,17.980,102,0
91,0.500,Off,5.445,294,294,492,79,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,21.569,324,00:04:05,505,98.931,13.995,No,No,No,No,No,No,No,No,2.479,2.359,13,No,37,6.480,0,2,0,0,0,0,66,0,0,8,0,2,0,1,553,0,Inactive,32,18.391,102,0
92,0.500,Off,6.141,294,294,545,81,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,21.569,324,00:04:06,548,98.931,14.268,No,No,No,No,No,No,No,No,2.569,2.434,13,No,38,6.790,0,4,0,0,0,0,68,0,0,8,0,2,0,1,553,0,Inactive,32.500,18.547,102,0
93,0.500,Off,6.586,294,294,606,83,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.608,332,00:04:06,603.500,98.931,14.218,No,No,No,No,No,No,No,No,2.194,2.088,13,No,36,6.100,0,4,0,0,0,0,70,0,0,8,0,2,0,1,553,0,Inactive,21,17.824,102,0
94,0.500,Off,5.711,294,294,566,85,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,20,324,00:04:06,537,98.931,14.244,No,No,No,No,No,No,No,No,2.163,2.058,13,No,35,6.130,0,4,0,0,0,0,72,0,0,8,0,2,0,1,553,0,Inactive,28.500,17.980,102,0
95,0.500,Off,5.180,294,294,500,87,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,22.353,324,00:04:07,505.750,98.931,14.244,No,No,No,No,No,No,No,No,2.494,2.359,13,No,37,6.770,0,4,0,0,0,0,74,0,0,8,0,2,0,1,553,0,Inactive,31.500,18.547,102,0
96,0.500,Off,5.922,294,294,507,88,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,21.961,324,00:04:07,525.500,98.931,14.244,No,No,No,No,No,No,No,No,2.614,2.479,13,No,39,6.580,0,4,0,0,0,0,78,0,0,8,0,2,0,1,553,0,Inactive,32.500,18.391,102,0
97,0.500,Off,6.734,294,294,581,90,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.216,328,00:04:08,591.750,98.931,14.268,No,No,No,No,No,No,No,No,2.239,2.133,13,No,36,6.290,0,4,0,0,0,0,82,0,0,8,0,2,0,1,553,0,Inactive,25.500,17.824,102,0
98,0.500,Off,5.695,294,294,539,92,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.216,324,00:04:08,550,98.931,14.218,No,No,No,No,No,No,No,No,2.118,2.028,13,No,34,6.120,0,4,0,0,0,0,84,0,0,8,0,2,0,1,553,0,Inactive,30.500,17.824,102,0
99,0.500,Off,5.453,294,294,497,94,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,21.176,324,00:04:08,487.750,98.931,14.244,No,No,No,No,No,No,No,No,2.389,2.269,13,No,36,6.530,0,4,0,0,0,0,86,0,0,8,0,2,0,1,553,0,Inactive,31.500,18.391,102,0
100,0.500,Off,5.828,294,294,507,96,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,23.529,324,00:04:09,530.750,98.931,14.293,No,No,No,No,No,No,No,No,2.719,2.569,13,No,40,7.270,0,4,0,0,0,0,88,0,0,8,0,2,0,1,553,0,Inactive,33,19.113,102,0
101,0.500,Off,6.547,294,294,615,98,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.608,332,00:04:09,638.750,98.931,14.368,No,No,No,No,No,No,No,No,2.269,2.163,13,No,36,6.380,0,4,0,0,0,0,92,0,0,8,0,2,0,1,553,0,Inactive,20,17.980,102,0
102,0.500,Off,5.789,294,294,580,0,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.216,328,00:04:10,588.750,98.931,14.244,No,No,No,No,No,No,No,No,2.088,1.983,13,No,34,6.020,0,4,0,0,0,0,94,0,0,8,0,2,0,1,553,0,Inactive,26,17.688,102,0
103,0.500,Off,5.445,294,294,542,2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,20.392,328,00:04:10,536,98.931,14.268,No,No,No,No,No,No,No,No,2.239,2.103,13,No,35,6.290,0,0,0,0,0,0,2,0,0,12,0,2,0,1,647,0,Inactive,31,17.980,98,0
104,0.500,Off,5.719,294,294,484,3,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,21.569,324,00:04:10,477,98.931,13.919,No,No,No,No,No,No,No,No,2.569,2.449,13,No,38,6.870,0,0,0,0,0,0,2,0,0,12,0,2,0,1,647,0,Inactive,32,18.547,98,0
105,0.500,Off,6.859,294,294,589,5,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,20.392,324,00:04:11,582.500,98.931,14.244,No,No,No,No,No,No,No,No,2.404,2.254,13,No,37,6.480,0,0,0,0,0,0,4,0,0,12,0,2,0,1,647,0,Inactive,24.500,18.254,98,0
106,0.500,Off,6.320,294,294,617,7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.608,332,00:04:11,620.500,98.931,14.293,No,No,No,No,No,No,No,No,2.148,2.043,13,No,35,6.180,0,0,0,0,0,0,6,0,0,12,0,2,0,1,647,0,Inactive,21.500,17.980,98,0
107,0.500,Off,5.695,294,294,582,9,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.216,320,00:04:12,585.750,98.931,14.244,No,No,No,No,No,No,No,No,2.058,1.938,13,No,34,5.960,0,0,0,0,0,0,8,0,0,12,0,2,0,1,647,0,Inactive,26.500,17.824,98,0
108,0.500,Off,5.172,294,294,518,11,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,19.608,328,00:04:12,514.750,98.931,14.218,No,No,No,No,No,No,No,No,2.178,2.058,13,No,35,6,0,0,0,0,0,0,8,0,0,12,0,2,0,1,647,0,Inactive,30.500,17.824,98,0
109,0.500,Off,5.109,294,294,436,12,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,23.529,320,00:04:12,455.250,98.931,13.845,No,No,No,No,No,No,No,No,2.779,2.734,13,No,40,7.070,0,0,0,0,0,0,10,0,0,12,0,2,0,1,647,0,Inactive,33,18.820,98,0
110,0.500,Off,7.398,294,294,605,14,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,20,328,00:04:13,608.250,98.931,14.268,No,No,No,No,No,No,No,No,2.464,2.314,13,No,38,6.390,0,0,0,0,0,0,10,0,0,12,0,2,0,1,647,0,Inactive,23,17.980,98,0
111,0.500,Off,6.633,294,294,617,16,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,50,18.824,332,00:04:13,606.250,98.931,14.318,No,No,No,No,No,No,No,No,2.028,1.893,13,No,34,5.900,0,0,0,0,0,0,12,0,0,12,0,2,0,1,647,0,Inactive,18.500,17.551,98,0
112,0.500,Off,5.461,294,294,525,18,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,18.824,324,00:04:14,489.500,98.931,14.094,No,No,No,No,No,No,No,No,2.103,2.013,13,No,34,6.010,0,0,0,0,0,0,14,0,0,12,0,2,0,1,647,0,Inactive,30.500,17.688,98,0
113,0.500,Off,5.484,294,294,499,20,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,22.745,324,00:04:14,506.500,98.931,14.293,No,No,No,No,No,No,No,No,2.599,2.464,13,No,38,6.990,0,0,0,0,0,0,18,0,0,12,0,2,0,1,647,0,Inactive,32,18.684,98,0
114,0.500,Off,5.969,294,294,564,22,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,19.608,328,00:04:14,587,98.931,14.393,No,No,No,No,No,No,No,No,2.329,2.224,13,No,37,6.260,0,0,0,0,0,0,18,0,0,12,0,2,0,1,647,0,Inactive,28,17.980,98,0
115,0.500,Off,6.234,294,294,594,24,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,19.608,328,00:04:15,585.500,98.931,14.343,No,No,No,No,No,No,No,No,2.118,2.028,13,No,35,6.010,0,0,0,0,0,0,20,0,0,12,0,2,0,1,647,0,Inactive,23.500,17.824,98,0
116,0.500,Off,5.461,294,294,548,26,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,18.824,328,00:04:15,546.750,98.931,14.318,No,No,No,No,No,No,No,No,2.103,1.998,13,No,34,5.900,0,0,0,0,0,0,20,0,0,12,0,2,0,1,647,0,Inactive,30.500,17.688,98,0
117,0.500,Off,5.305,294,294,482,27,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,20,324,00:04:16,466.750,98.931,14.069,No,No,No,No,No,No,No,No,2.404,2.284,13,No,37,6.400,0,0,0,0,0,0,22,0,0,12,0,2,0,1,647,0,Inactive,31,18.957,98,0
118,0.500,Off,6.086,294,294,534,29,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,21.176,324,00:04:16,548,98.931,14.368,No,No,No,No,No,No,No,No,2.599,2.464,13,No,39,6.670,0,0,0,0,0,0,22,0,0,12,0,2,0,1,647,0,Inactive,32.500,18.117,98,0
