Num,1. Accelerator Pedal Position (APP) Indicated Angle (%),2. Air Flow Calculated (g/s),3. Barometric Pressure (BARO) (kPa),4. Calculated Three Way Catalyst (TWC) Temperature Bank 1 (degree C),5. Calculated Three Way Catalyst (TWC) Temperature Bank 2 (degree C),6. Catalytic Converter Protection Active,7. Cmmd. A/F Equivalence Ratio (: 1),8. Deceleration Fuel Cutoff,9. Engine Coolant Temperature (ECT) Sensor (degree C),10. Engine Load (%),11. Engine Run Time,12. Engine Speed (rpm),13. Evaporative Emission (EVAP) Purge Solenoid Command (%),14. Fuel Alcohol Content (%),15. Fuel Composition Learn,16. Fuel Tank Level Remaining (%),17. Fuel Trim Cell (   ),18. Fuel Trim Learn,19. Fuel Trim System Test State,20. Fuel Volatility,21. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 1 (mV),22. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 2 (mV),23. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 1 (mV),24. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 2 (mV),25. Hot Open Loop,26. Ignition 1 Signal (V),27. Injector PWM Bank 1 (ms),28. Injector PWM Bank 2 (ms),29. Intake Air Temperature (IAT) Sensor (degree C),30. Intake Manifold Pressure (kPa),31. Long Term Fuel Trim (FT) Bank 1 (%),32. Long Term Fuel Trim (FT) Bank 2 (%),33. Loop Status,34. LT Fuel Trim (FT) Test Average Bank 1 (   ),35. LT Fuel Trim (FT) Test Average Bank 1 w/o Purge (   ),36. LT Fuel Trim (FT) Test Average Bank 2 (   ),37. LT Fuel Trim (FT) Test Average Bank 2 w/o Purge (   ),38. Malfunction Indicator Lamp (MIL) Requested By DTC,39. Manifold Absolute Pressure (MAP) Performance Test 1,40. Manifold Absolute Pressure (MAP) Performance Test 2,41. Manifold Absolute Pressure (MAP) Sensor (kPa),42. Mass Air Flow (MAF) Performance Test,43. Mass Air Flow (MAF) Sensor (g/s),44. Power Enrichment,45. Short Term Fuel Trim (FT) Bank 1 (%),46. Short Term Fuel Trim (FT) Bank 2 (%),47. Spark (deg),48. ST Fuel Trim (FT) Test Average Bank 1 (   ),49. ST Fuel Trim (FT) Test Average Bank 2 (   ),50. Throttle Position (TP) Indicated Angle (%),51. Throttle Position (TP) Performance Test,52. Vehicle Speed Sensor (km/h)
135,16.477,48.438,99,718,718,No,1,Inactive,96,54.510,00:07:13,1647.250,87.843,15.402,Active,98.931,1,Enabled,Disabled,Low,681.424,755.208,664.062,750.868,Inactive,13.820,6.701,7.076,6,26,-8.594,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,67,OK,46.220,Inactive,-2.344,5.469,22,0,0,35.109,OK,59
136,11.047,33.688,99,718,718,No,1,Inactive,96,45.882,00:07:13,1515.250,63.137,15.402,Active,98.931,1,Enabled,Disabled,Low,451.389,742.188,781.250,759.549,Inactive,13.820,5.048,4.778,7,41,-8.594,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,54,OK,30.330,Inactive,3.906,-0.781,27.500,0,0,30.012,OK,59
137,7.648,24.891,99,718,718,No,1,Inactive,96,43.137,00:07:14,1331.250,50.196,15.402,Active,98.931,0,Enabled,Disabled,Low,86.806,746.528,56.424,759.549,Inactive,13.845,3.846,3.741,7,48,-19.531,-21.875,Closed,0,0.922,0,0.906,Yes,OK,OK,51,OK,23.870,Inactive,-2.344,3.906,30.500,0,0,27.883,OK,59
138,7.648,23.008,99,718,718,No,1,Inactive,96,42.745,00:07:14,1277.750,48.627,15.402,Active,98.931,0,Enabled,Disabled,Low,69.444,746.528,73.785,759.549,Inactive,13.820,3.831,3.801,6,50,-19.531,-21.875,Closed,0,0.922,0,0.906,Yes,OK,OK,49,OK,22.210,Inactive,8.594,9.375,31,0,0,27.316,OK,58
139,7.648,22.312,99,718,718,No,1,Inactive,96,40.784,00:07:14,1271.750,48.627,15.402,Active,98.931,0,Enabled,Disabled,Low,733.507,742.188,785.590,755.208,Inactive,13.820,3.831,3.741,6,51,-19.531,-21.875,Closed,0,0.922,0,0.906,Yes,OK,OK,48,OK,20.670,Inactive,0.781,10.938,32.500,0,0,26.750,OK,58
140,6.984,21.117,99,717,717,No,1,Inactive,96,41.569,00:07:15,1236.250,47.843,15.402,Active,98.931,0,Enabled,Disabled,Low,99.826,742.188,655.382,755.208,Inactive,13.795,3.666,3.335,6,52,-19.531,-21.875,Closed,0,0.922,0,0.906,Yes,OK,OK,48,OK,20.360,Inactive,6.250,0.781,32.500,0,0,26.613,OK,57
141,6.613,19.922,99,717,717,No,1,Inactive,96,39.216,00:07:15,1216,47.451,15.402,Active,98.931,0,Enabled,Disabled,Low,759.549,742.188,386.285,755.208,Inactive,13.770,3.305,3.441,7,53,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,46,OK,19.310,Inactive,7.031,7.031,33.500,0,0,26.184,OK,57
142,3.566,18.180,99,716,716,No,1,Inactive,96,36.471,00:07:16,1184.500,46.275,15.402,Active,98.931,0,Enabled,Disabled,Low,273.438,742.188,789.931,755.208,Inactive,13.770,2.960,2.915,7,56,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,44,OK,16.820,Inactive,0.781,2.344,35.500,0,0,24.328,OK,56
143,0.500,12.414,99,716,716,No,1,Inactive,96,25.098,00:07:16,1053.500,37.647,15.402,Active,98.931,7,Enabled,Disabled,Low,625,742.188,69.444,755.208,Inactive,13.770,2.329,2.479,6,64,-25,-26.562,Closed,0,0.922,0,0.906,Yes,OK,OK,35,OK,10.730,Inactive,1.562,7.031,42.500,0,0,28.586,OK,55
144,0.500,8.922,99,716,716,No,1,Inactive,96,23.922,00:07:16,999.750,20.392,15.402,Active,98.931,7,Enabled,Disabled,Low,776.910,742.188,156.250,759.549,Inactive,13.696,3.621,3.696,6,49,-25,-25,Closed,0,0.922,0,0.906,Yes,OK,OK,51,OK,9.610,Inactive,1.562,3.125,13,0,0,20.637,OK,54
145,0.500,8.883,99,716,716,No,1,Inactive,96,22.745,00:07:17,989.500,20.784,15.402,Active,98.931,7,Enabled,Disabled,Low,60.764,742.188,798.611,759.549,Inactive,13.770,3.621,3.410,6,49,-25,-25,Closed,0,0.922,0,0.906,Yes,OK,OK,51,OK,8.690,Inactive,1.562,3.125,12,0,0,20.070,OK,53
146,0.500,8.094,99,716,716,No,1,Inactive,96,18.431,00:07:17,966.500,18.039,15.402,Active,98.931,7,Enabled,Disabled,Low,60.764,742.188,82.465,755.208,Inactive,13.746,3.561,3.305,6,51,-24.219,-25,Closed,0,0.922,0,0.906,Yes,OK,OK,49,OK,7.130,Inactive,6.250,7.812,12,0,0,18.664,OK,52
147,0.500,7.438,99,715,715,No,1,Inactive,96,17.255,00:07:18,939,16.471,15.402,Active,98.931,7,Enabled,Disabled,Low,73.785,737.847,108.507,759.549,Inactive,13.746,3.441,3.110,7,54,-23.438,-24.219,Closed,0,0.922,0,0.906,Yes,OK,OK,45,OK,6.560,Inactive,7.031,9.375,14,0,0,17.805,OK,51
148,0.500,6.508,99,715,715,No,1,Inactive,96,16.078,00:07:18,903.250,15.294,15.402,Active,98.931,7,Enabled,Disabled,Low,794.271,737.847,798.611,755.208,Inactive,13.746,3.005,2.749,7,57,-22.656,-23.438,Closed,0,0.922,0,0.906,Yes,OK,OK,42,OK,5.720,Inactive,3.125,3.906,16,0,0,16.809,OK,49
149,0.500,5.828,99,715,715,No,1,Inactive,96,14.510,00:07:18,858.250,14.118,15.402,Active,98.931,7,Enabled,Disabled,Low,729.167,737.847,785.590,755.208,Inactive,13.770,2.794,2.509,7,60,-22.656,-23.438,Closed,0,0.922,0,0.906,Yes,OK,OK,40,OK,5.290,Inactive,2.344,3.125,19,0,0,15.812,OK,47
150,0.500,5.375,99,714,714,No,1,Inactive,96,15.294,00:07:19,814.750,13.333,15.402,Active,98.931,7,Enabled,Disabled,Low,789.931,737.847,811.632,755.208,Inactive,13.770,2.644,2.404,7,60,-22.656,-23.438,Closed,0,0.922,0,0.906,Yes,OK,OK,39,OK,5.100,Inactive,-0.781,0,19.500,0,0,15.676,OK,45
151,0.500,5.312,99,714,714,No,1,Inactive,96,15.294,00:07:19,791.500,13.333,15.402,Active,98.931,7,Enabled,Disabled,Low,755.208,742.188,794.271,755.208,Inactive,13.746,2.584,2.359,7,60,-22.656,-23.438,Closed,0,0.922,0,0.906,Yes,OK,OK,39,OK,5.070,Inactive,-3.125,-2.344,19,0,0,15.539,OK,44
152,8.840,5.672,99,713,713,No,1,Inactive,96,29.020,00:07:20,766,12.941,15.402,Active,98.931,0,Enabled,Disabled,Low,173.611,742.188,69.444,755.208,Inactive,13.795,3.576,3.365,7,55,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,42,OK,10.500,Inactive,-3.906,5.469,18.500,0,0,22.922,OK,42
153,15.305,11.289,99,713,713,No,1,Inactive,96,58.431,00:07:20,875.250,25.098,15.402,Active,98.931,0,Enabled,Disabled,Low,468.750,737.847,824.653,750.868,Inactive,13.770,7.542,7.121,7,28,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,68,OK,21.790,Inactive,4.688,7.031,11,0,0,29.309,OK,41
154,19.016,33.609,99,713,713,No,1,Inactive,96,78.824,00:07:20,1072.750,76.863,15.402,Active,98.931,0,Enabled,Disabled,Low,43.403,737.847,43.403,746.528,Inactive,13.845,7.242,6.941,7,16,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,83,OK,33.160,Inactive,4.688,7.031,0.500,0,0,34.406,OK,41
155,23.078,49.266,99,712,712,No,1,Inactive,96,79.216,00:07:21,1579.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,798.611,707.465,815.972,733.507,Inactive,13.820,8.278,8.128,7,19,-8.594,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,82,OK,49.730,Inactive,1.562,3.125,4,0,0,36.965,OK,40
156,22.531,53.062,99,712,712,No,1,Inactive,96,75.686,00:07:21,1707,100,15.402,Active,98.931,1,Enabled,Disabled,Low,199.653,720.486,390.625,729.167,Inactive,13.820,8.038,8.008,7,19,-8.594,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,79,OK,52.740,Inactive,0.781,7.812,19.500,0,0,37.258,OK,40
157,22.668,53.688,99,712,712,No,1,Inactive,96,76.078,00:07:22,1717.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,815.972,724.826,668.403,733.507,Inactive,13.820,7.918,7.512,7,20,-8.594,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,79,OK,52.160,Inactive,4.688,0,19.500,0,0,37.258,OK,41
158,23,53.953,99,712,712,No,1,Inactive,96,75.294,00:07:22,1724,100,15.402,Active,98.931,1,Enabled,Disabled,Low,737.847,724.826,781.250,746.528,Inactive,13.845,7.918,7.572,7,20,-8.594,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,79,OK,53.570,Inactive,-1.562,0.781,20,0,0,37.258,OK,42
159,27.062,57.703,99,713,713,No,1,Inactive,96,79.608,00:07:23,1740.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,763.889,733.507,811.632,750.868,Inactive,13.770,8.113,8.714,7,16,-8.594,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,82,OK,61.100,Inactive,3.125,7.031,17.500,0,0,39.660,OK,42
160,27.395,63.438,99,713,713,No,1,Inactive,96,82.745,00:07:23,1807.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,151.910,724.826,646.701,750.868,Inactive,13.746,8.759,8.819,7,12,-8.594,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,87,OK,61.520,Inactive,-2.344,6.250,18,0,0,41.086,OK,43
161,27.746,64.023,99,713,713,No,1,Inactive,96,81.569,00:07:23,1824.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,581.597,729.167,117.188,737.847,Inactive,13.770,8.233,8.669,7,12,-8.594,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,87,OK,61.810,Inactive,-0.781,6.250,18.500,0,0,41.086,OK,43
162,28.801,66.234,99,714,714,No,1,Inactive,96,85.098,00:07:24,1828.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,164.931,720.486,169.271,737.847,Inactive,13.820,9.300,9.270,7,10,-8.594,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,89,OK,64.250,Inactive,0,1.562,17.500,0,0,42.355,OK,44
163,33.215,71.383,99,714,714,No,1,Inactive,96,89.804,00:07:24,1870.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,91.146,681.424,755.208,733.507,Inactive,13.820,9.660,9.150,6,7,-8.594,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,92,OK,70.830,Inactive,5.469,7.812,16,0,0,45.754,OK,44
164,37.023,75.062,99,717,717,No,1,Inactive,96,89.412,00:07:25,1907.250,100,15.402,Active,98.931,1,Enabled,Disabled,Low,112.847,659.722,342.882,711.806,Inactive,13.820,10.006,10.081,6,4,-7.812,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,94,OK,71.510,Inactive,6.250,8.594,15.500,0,0,48.879,OK,45
165,41.301,77.297,99,717,717,No,1,Inactive,96,91.765,00:07:25,1942.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,690.104,716.146,638.021,724.826,Inactive,13.820,9.826,9.736,6,3,-7.812,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,96,OK,72.890,Inactive,3.125,4.688,15,0,0,52.727,OK,46
166,41.301,78.484,99,717,717,No,1,Inactive,96,91.765,00:07:25,1952.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,737.847,716.146,729.167,711.806,Inactive,13.820,9.811,10.306,6,3,-7.812,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,96,OK,74.990,Inactive,10.156,10.938,15,0,0,52.727,OK,47
167,44.270,79.680,99,720,720,No,1,Inactive,96,94.118,00:07:26,1959.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,750.868,698.785,208.333,690.104,Inactive,13.746,10.682,10.562,6,3,-7.812,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,97,OK,73.580,Inactive,10.156,10.938,15,0,0,55.695,OK,48
168,44.348,80.508,99,720,720,No,1,Inactive,96,90.196,00:07:26,1974,100,15.402,Active,98.931,1,Enabled,Disabled,Low,720.486,698.785,334.201,698.785,Inactive,13.770,10.712,9.991,6,2,-7.812,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,97,OK,73.930,Inactive,10.938,6.250,15,0,0,56.125,OK,49
169,45.285,80.375,100,723,723,No,1,Inactive,96,89.412,00:07:27,1975.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,785.590,711.806,776.910,707.465,Inactive,13.746,10.111,10.592,6,3,-7.812,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,97,OK,73.580,Inactive,10.938,12.500,15,0,0,57.121,OK,50
170,45.285,81.375,100,723,723,No,1,Inactive,96,90.588,00:07:27,1989,100,15.402,Active,98.931,1,Enabled,Disabled,Low,481.771,711.806,781.250,703.125,Inactive,13.746,10.712,10.622,6,3,-7.812,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,97,OK,74.990,Inactive,6.250,12.500,15,0,0,57.395,OK,51
171,44.582,81.914,100,723,723,No,1,Inactive,96,92.157,00:07:27,1996.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,386.285,707.465,781.250,703.125,Inactive,13.746,10.667,10.592,6,2,-7.812,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,97,OK,76.870,Inactive,10.938,12.500,15,0,0,57.121,OK,52
172,42.473,81.602,100,726,726,No,1,Inactive,96,89.020,00:07:28,2006.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,716.146,716.146,542.535,694.444,Inactive,13.820,10.171,10.532,6,4,-7.031,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,96,OK,74.630,Inactive,10.938,12.500,15.500,0,0,55.129,OK,53
173,39.074,80.688,100,726,726,No,1,Inactive,96,88.235,00:07:28,2001.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,208.333,711.806,208.333,690.104,Inactive,13.820,10.352,10.367,6,4,-7.031,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,95,OK,74.990,Inactive,4.688,12.500,15.500,0,0,51.164,OK,54
174,33.371,78.977,100,729,729,No,1,Inactive,96,87.059,00:07:29,2007.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,499.132,703.125,642.361,707.465,Inactive,13.795,10.051,9.540,6,7,-7.031,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,93,OK,72.890,Inactive,10.156,7.812,17,0,0,46.613,OK,55
175,22.531,69.461,100,729,729,No,1,Inactive,96,74.510,00:07:29,1981.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,737.847,724.826,789.931,720.486,Inactive,13.820,7.963,7.888,6,15,-7.031,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,87,OK,59.100,Inactive,3.906,12.500,23,0,0,39.094,OK,56
176,18.176,56.523,100,729,729,No,1,Inactive,96,61.569,00:07:29,1855,93.333,15.402,Active,98.931,1,Enabled,Disabled,Low,776.910,742.188,837.674,720.486,Inactive,13.820,7.076,7.377,6,25,-7.031,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,72,OK,51.050,Inactive,0,6.250,24.500,0,0,36.262,OK,57
177,8.312,43.148,100,729,729,No,1,Inactive,96,47.451,00:07:30,1765,75.294,15.402,Active,98.931,1,Enabled,Disabled,Low,494.792,720.486,781.250,729.167,Inactive,13.820,4.868,4.943,6,38,-7.031,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,64,OK,31.650,Inactive,-2.344,1.562,28.500,0,0,29.719,OK,57
178,1.867,25.820,100,729,729,No,1,Inactive,96,28.627,00:07:30,1549,49.804,15.402,Active,98.931,0,Enabled,Disabled,Low,490.451,733.507,60.764,724.826,Inactive,13.820,2.990,3.170,6,55,-21.875,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,39,OK,20.910,Inactive,7.031,9.375,37,0,0,26.613,OK,57
179,0.500,17.719,100,728,728,No,1,Inactive,96,23.137,00:07:31,1480.750,45.490,15.402,Active,98.539,7,Enabled,Disabled,Low,47.743,716.146,78.125,724.826,Inactive,13.820,2.284,2.389,6,65,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,32,OK,15.690,Inactive,10.156,14.844,46,0,0,24.465,OK,56
180,3.762,13.078,100,728,728,No,1,Inactive,96,27.843,00:07:31,1168.750,38.824,15.402,Active,98.147,7,Enabled,Disabled,Low,802.951,716.146,820.312,724.826,Inactive,13.820,2.389,2.404,6,67,-20.312,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,33,OK,13.800,Inactive,11.719,14.844,30.500,0,0,23.195,OK,55
181,19.016,37.523,100,728,728,No,1,Inactive,96,94.902,00:07:31,1281.250,54.118,15.402,Active,98.147,1,Enabled,Disabled,Low,73.785,711.806,82.465,724.826,Inactive,13.820,7.948,7.843,6,26,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,72,OK,46.120,Inactive,8.594,10.938,14,0,0,35.266,OK,54
182,19.719,51.031,100,728,728,No,1,Inactive,96,74.118,00:07:32,1654.500,95.294,15.402,Active,98.147,1,Enabled,Disabled,Low,772.569,755.208,833.333,742.188,Inactive,13.820,7.632,7.512,6,23,-6.250,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,79,OK,49.620,Inactive,-0.781,4.688,19,0,0,36.672,OK,54
183,19.172,53.438,100,728,728,No,1,Inactive,96,73.333,00:07:32,1689.250,100,15.402,Active,98.147,1,Enabled,Disabled,Low,533.854,742.188,698.785,742.188,Inactive,13.820,8.068,7.197,6,21,-6.250,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,79,OK,51.600,Inactive,-3.125,0,19,0,0,36.965,OK,54
184,0.520,30.352,100,727,727,No,1,Inactive,96,34.902,00:07:33,1516.500,63.529,15.402,Active,98.147,7,Enabled,Disabled,Low,802.951,781.250,855.035,750.868,Inactive,13.770,4.087,4.357,6,47,-6.250,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,56,OK,20.500,Inactive,0,8.594,30.500,0,0,26.320,OK,54
185,0.500,18.609,100,727,727,No,1,Inactive,96,37.647,00:07:33,1192,46.667,15.402,Active,98.539,7,Enabled,Disabled,Low,52.083,772.569,494.792,755.208,Inactive,13.770,3.005,3.110,6,56,-20.312,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,44,OK,17.130,Inactive,4.688,3.125,33.500,0,0,23.059,OK,54
186,0.500,18.094,100,727,727,No,1,Inactive,96,60.392,00:07:33,1078.500,41.176,15.402,Active,98.539,7,Enabled,Disabled,Low,737.847,768.229,781.250,759.549,Inactive,13.720,3.801,3.861,6,53,-20.312,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,43,OK,29.820,Inactive,0,3.125,12.500,0,0,30.285,OK,53
187,0.500,11.164,100,727,727,No,1,Inactive,96,30.980,00:07:34,1013.250,31.373,15.402,Active,98.539,7,Enabled,Disabled,Low,802.951,772.569,651.042,768.229,Inactive,13.696,4.988,4.898,6,39,-19.531,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,62,OK,12.990,Inactive,0.781,2.344,11.500,0,0,23.059,OK,53
188,0.500,12.031,100,727,727,No,1,Inactive,96,30.588,00:07:34,1031,38.431,15.402,Active,98.539,7,Enabled,Disabled,Low,117.188,776.910,737.847,768.229,Inactive,13.696,5.228,4.823,6,36,-19.531,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,64,OK,12.730,Inactive,0,2.344,12,0,0,23.059,OK,52
189,0.500,12.094,100,726,726,No,1,Inactive,96,27.843,00:07:35,1024,40.784,15.402,Active,98.539,7,Enabled,Disabled,Low,82.465,776.910,95.486,772.569,Inactive,13.696,5.514,5.003,6,36,-19.531,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,65,OK,11.310,Inactive,4.688,6.250,12,0,0,22.199,OK,51
190,0.500,11.125,100,726,726,No,1,Inactive,96,24.706,00:07:35,1012,34.510,15.402,Active,98.931,7,Enabled,Disabled,Low,716.146,776.910,802.951,772.569,Inactive,13.696,4.823,4.282,6,39,-19.531,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,61,OK,10.300,Inactive,0.781,1.562,12,0,0,21.203,OK,50
191,0.500,10.375,100,726,726,No,1,Inactive,96,25.490,00:07:35,977.500,29.412,15.402,Active,98.931,7,Enabled,Disabled,Low,611.979,776.910,286.458,768.229,Inactive,13.746,4.733,4.522,6,40,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,60,OK,9.910,Inactive,0.781,6.250,12,0,0,21.203,OK,50
192,0.500,9.719,100,725,725,No,1,Inactive,96,23.529,00:07:36,946.500,25.098,15.402,Active,98.931,7,Enabled,Disabled,Low,164.931,776.910,781.250,776.910,Inactive,13.696,4.432,4.087,6,42,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,57,OK,9.290,Inactive,-1.562,1.562,12,0,0,20.500,OK,49
193,0.500,8.648,100,725,725,No,1,Inactive,96,20,00:07:36,916,20.392,15.402,Active,98.931,7,Enabled,Disabled,Low,65.104,776.910,781.250,781.250,Inactive,13.696,4.477,3.771,6,47,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,53,OK,7.140,Inactive,4.688,-2.344,12,0,0,18.508,OK,48
194,0.500,8.062,100,724,724,No,1,Inactive,95,20,00:07:37,890.250,17.255,15.402,Active,98.931,7,Enabled,Disabled,Low,737.847,781.250,112.847,781.250,Inactive,13.696,3.846,3.621,6,49,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,50,OK,7.160,Inactive,0,4.688,12,0,0,18.801,OK,47
195,0.500,7.477,100,724,724,No,1,Inactive,95,18.431,00:07:37,875.250,16.863,15.402,Active,98.931,7,Enabled,Disabled,Low,677.083,781.250,212.674,781.250,Inactive,13.696,3.531,3.410,6,52,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,48,OK,6.610,Inactive,0,6.250,12,0,0,18.078,OK,46
196,0.500,6.711,100,723,723,No,1,Inactive,95,16.863,00:07:38,840,14.902,15.402,Active,98.931,7,Enabled,Disabled,Low,151.910,781.250,716.146,776.910,Inactive,13.670,3.275,2.960,6,56,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,44,OK,5.680,Inactive,-1.562,0,14.500,0,0,17.375,OK,45
197,0.500,6.055,100,723,723,No,1,Inactive,95,15.686,00:07:38,818,14.510,15.402,Active,98.931,7,Enabled,Disabled,Low,203.993,776.910,716.146,781.250,Inactive,13.720,3.185,2.689,6,57,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,42,OK,5.320,Inactive,-0.781,-1.562,16.500,0,0,15.969,OK,44
198,0.500,5.664,100,723,723,No,1,Inactive,95,15.294,00:07:38,799.750,14.118,15.402,Active,98.931,7,Enabled,Disabled,Low,742.188,776.910,733.507,781.250,Inactive,13.696,2.915,2.494,6,59,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,41,OK,5.230,Inactive,-0.781,-5.469,16.500,0,0,16.105,OK,44
199,0.500,5.336,100,722,722,No,1,Inactive,96,14.902,00:07:39,782,13.333,15.402,Active,98.931,7,Enabled,Disabled,Low,781.250,776.910,581.597,781.250,Inactive,13.696,2.809,2.389,6,60,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,40,OK,5.090,Inactive,-1.562,-5.469,17.500,0,0,15.539,OK,42
200,0.500,5.086,100,722,722,No,1,Inactive,96,15.294,00:07:39,754.750,12.941,15.402,Active,98.931,7,Enabled,Disabled,Low,781.250,776.910,104.167,781.250,Inactive,13.746,2.719,2.689,6,60,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,Fault,OK,40,OK,5.050,Inactive,-5.469,2.344,16,0,0,15.539,OK,41
201,0.500,4.977,100,722,722,No,1,Inactive,96,14.902,00:07:39,726.750,12.941,15.402,Active,98.931,7,Enabled,Disabled,Low,685.764,776.910,820.312,781.250,Inactive,13.746,2.704,2.584,6,60,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,Fault,OK,40,OK,5.040,Inactive,-7.812,-2.344,15,0,0,15.539,OK,40
202,0.500,4.867,100,721,721,No,1,Inactive,95,15.294,00:07:40,697,12.941,15.402,Active,98.931,7,Enabled,Disabled,Low,104.167,776.910,802.951,781.250,Inactive,13.696,2.734,2.614,6,58,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,Fault,OK,42,OK,4.970,Inactive,-8.594,-3.125,16,0,0,15.539,OK,38
203,0.500,4.766,100,721,721,No,1,Inactive,95,15.686,00:07:40,674.500,12.941,15.402,Active,98.931,7,Enabled,Disabled,Low,65.104,776.910,707.465,781.250,Inactive,13.795,3.230,2.644,6,57,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,Fault,OK,42,OK,5.010,Inactive,0.781,-4.688,16.500,0,0,15.539,OK,37
204,4.426,4.836,100,720,720,No,1,Inactive,96,27.059,00:07:41,656,13.333,15.402,Active,98.931,7,Enabled,Disabled,Low,815.972,776.910,594.618,781.250,Inactive,13.795,3.380,2.915,6,55,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,Fault,OK,48,OK,9.150,Inactive,-3.125,0,18.500,0,0,18.664,OK,35
