Row,* Park/Neutral Position (PNP) Switch (If Equipped),Accelerator Pedal Position (APP) Indicated Angle [%],Air Conditioning (AC) Relay Command,Air Flow Calculated [g/s],Ambient Air Temperature [degree C],Barometric Pressure (BARO) [kPa],Brake Pedal Position (BPP) Signal,Cold Startup,Cruise Control Active,Deceleration Fuel Cutoff,Desired Idle Speed [rpm],Engine Control (EC) Ignition Relay Command,Engine Control (EC) Ignition Relay Feedback Signal [V],Engine Coolant Temperature (ECT) Sensor [degree C],Engine Load [%],Engine Oil Level Switch,Engine Oil Pressure Sensor [kPa],Engine Run Time,Engine Speed [rpm],Evaporative Emission (EVAP) Purge Solenoid Command [%],Evaporative Emission (EVAP) Vent Solenoid Command,Fuel Pump Relay Circuit Open Test Status,Fuel Pump Relay Circuit Short Gnd Test Status,Fuel Pump Relay Circuit Short Volts Test Status,Fuel Pump Relay Command,Fuel Tank Level Remaining [%],Fuel Tank Pressure Sensor [mmHg],Fuel Trim Cell,Heated Oxygen Sensor (HO2S) Bank 1 Sensor 1 [mV],Heated Oxygen Sensor (HO2S) Bank 1 Sensor 2 [mV],Heated Oxygen Sensor (HO2S) Bank 2 Sensor 1 [mV],Heated Oxygen Sensor (HO2S) Bank 2 Sensor 2 [mV],Ignition 1 Signal [V],Ignition Accessory Signal,Ignition Off Time [min],Injector PWM Bank 1 [ms],Injector PWM Bank 2 [ms],Intake Air Temperature (IAT) Sensor [degree C],Intake Manifold Pressure [kPa],Long Term Fuel Trim (FT) Bank 1 [%],Long Term Fuel Trim (FT) Bank 2 [%],Loop Status,Malfunction Indicator Lamp (MIL) Circuit Open Test Status,Malfunction Indicator Lamp (MIL) Circuit Short Gnd Test Status,Malfunction Indicator Lamp (MIL) Circuit Short Volts Test Status,Malfunction Indicator Lamp (MIL) Command,Malfunction Indicator Lamp (MIL) Requested By DTC,Manifold Absolute Pressure (MAP) Sensor [kPa],Mass Air Flow (MAF) Sensor [g/s],Power Enrichment,Short Term Fuel Trim (FT) Bank 1 [%],Short Term Fuel Trim (FT) Bank 2 [%],Spark [deg],Throttle Position (TP) Indicated Angle [%],Vehicle Speed Sensor [km/h],Warm-Ups Since DTC Cleared [counts],Warm-Ups w/o Emission Faults,Warm-Ups w/o Non-Emission Faults
300,In Gear,27.492,Off,65.297,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,86.275,OK,392,00:11:35,1864.750,100,Not Venting,Not Run,OK,Not Run,Off,11.088,-3.049,1,0,0,750.868,720.486,13.770,Off,50283,9.675,9.525,8,10,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,88,64.400,Inactive,0,4.688,20,41.848,48,3,0,0
301,In Gear,27.219,Off,66.562,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,85.882,OK,396,00:11:35,1887.750,100,Not Venting,Not Run,OK,Not Run,Off,11.088,-3.263,1,0,0,737.847,720.486,13.770,Off,50283,9.510,9.420,8,10,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,88,65.580,Inactive,-0.781,4.688,20.500,41.848,50,3,0,0
302,In Gear,27.219,Off,67.281,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,85.882,OK,404,00:11:36,1902.250,100,Not Venting,Not Run,OK,Not Run,Off,11.480,-3.449,1,0,0,134.549,716.146,13.720,Off,50283,9.585,9.465,8,10,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,88,66.190,Inactive,4.688,4.688,20.500,41.984,52,3,0,0
303,In Gear,23.254,Off,61.930,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,76.863,OK,400,00:11:36,1896.750,100,Not Venting,Not Run,OK,Not Run,Off,11.480,-3.665,1,0,0,811.632,724.826,13.720,Off,50283,8.609,8.128,8,15,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,83,58.960,Inactive,3.906,4.688,24,38.859,54,3,0,0
304,In Gear,22.863,Off,60.758,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,78.431,OK,404,00:11:36,1869.750,100,Not Venting,Not Run,OK,Not Run,Off,11.480,-3.906,1,0,0,794.271,720.486,13.696,Off,50283,8.534,8.444,8,17,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,81,59.230,Inactive,4.688,3.906,24,38.586,55,3,0,0
305,In Gear,20.559,Off,57.055,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,74.510,OK,396,00:11:37,1853,100,Not Venting,Not Run,OK,Not Run,Off,11.480,-4.187,1,0,0,716.146,733.507,13.720,Off,50283,8.038,7.497,8,20,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,77,55.150,Inactive,-2.344,-1.562,25,37.297,57,3,0,0
306,In Gear,17.785,Off,54.336,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,65.882,OK,400,00:11:37,1853.500,100,Not Venting,Not Run,OK,Not Run,Off,12.265,-4.500,1,0,0,824.653,746.528,13.720,Off,50283,6.941,7.317,8,23,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,75,48.750,Inactive,-2.344,3.125,26.500,35.871,58,3,0,0
307,In Gear,14.113,Off,49.156,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,58.039,OK,396,00:11:38,1817.750,100,Not Venting,Not Run,OK,Not Run,Off,13.441,-4.871,1,0,0,690.104,746.528,13.696,Off,50283,6.190,5.919,8,28,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,70,43.120,Inactive,-2.344,-3.125,28,33.176,60,3,0,0
308,In Gear,13.742,Off,41.102,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,54.902,OK,396,00:11:38,1741.750,100,Not Venting,Not Run,OK,Not Run,Off,14.225,-5.279,1,0,0,842.014,750.868,13.720,Off,50283,5.739,5.724,8,37,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,61,38.990,Inactive,1.562,1.562,29.500,32.746,61,3,0,0
309,In Gear,2.902,Off,27.578,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,30.980,OK,396,00:11:38,1696.250,97.255,Not Venting,Not Run,OK,Not Run,Off,15.402,-5.735,0,0,0,824.653,750.868,13.720,Off,50283,3.035,2.975,8,51,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,48,21.630,Inactive,-4.688,-4.688,36.500,26.496,62,3,0,0
310,In Gear,0.500,Off,16.680,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,25.882,OK,396,00:11:39,1484.250,87.843,Not Venting,Not Run,OK,Not Run,Off,16.186,-6.149,7,0,0,52.083,755.208,13.720,Off,50283,2.163,2.043,8,64,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,34,15.570,Inactive,0,0,46.500,24.367,62,3,0,0
311,In Gear,0.500,Off,13.070,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,29.412,OK,364,00:11:39,1163.500,69.412,Not Venting,Not Run,OK,Not Run,Off,15.402,-6.439,7,0,0,247.396,750.868,13.746,Off,50283,2.163,2.254,8,64,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,33,13.590,Inactive,2.344,3.125,29.500,23.098,63,3,0,0
312,In Gear,0.500,Off,13.516,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,27.843,OK,356,00:11:40,1192.500,72.941,Not Venting,Not Run,OK,Not Run,Off,14.618,-6.547,7,0,0,842.014,750.868,13.696,Off,50283,2.148,2.058,8,64,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,34,12.990,Inactive,-4.688,-3.125,29,22.805,63,3,0,0
313,In Gear,0.500,Off,12.523,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,25.098,OK,360,00:11:40,1180.500,68.627,Not Venting,Not Run,OK,Not Run,Off,13.441,-6.566,7,0,0,56.424,750.868,13.746,Off,50283,2.073,1.983,8,65,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,33,11.780,Inactive,-0.781,1.562,31,21.105,63,3,0,0
314,In Gear,0.500,Off,11.344,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,22.745,OK,360,00:11:40,1160,54.902,Not Venting,Not Run,OK,Not Run,Off,12.265,-6.539,7,0,0,65.104,750.868,13.720,Off,50283,1.923,1.848,7,67,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,30,10.570,Inactive,0,2.344,32.500,21.105,63,3,0,0
315,In Gear,0.500,Off,10.875,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,20.392,OK,364,00:11:41,1165,52.549,Not Venting,Not Run,OK,Not Run,Off,11.873,-6.482,7,0,0,60.764,750.868,13.696,Off,50283,1.818,1.788,7,69,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,29,9.520,Inactive,1.562,3.906,33.500,20.520,64,3,0,0
316,In Gear,0.500,Off,9.523,5,98,Applied,No,Inactive,Inactive,624,Off,13.700,89,18.039,OK,364,00:11:41,1139,38.824,Not Venting,Not Run,OK,Not Run,Off,11.480,-6.273,7,0,0,82.465,750.868,13.746,Off,50283,1.743,1.698,8,71,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,27,8.070,Inactive,4.688,7.812,32,19.680,63,3,0,0
317,In Gear,0.500,Off,8.539,5,98,Applied,No,Inactive,Inactive,624,Off,13.700,89,15.686,OK,360,00:11:41,1117,31.765,Not Venting,Not Run,OK,Not Run,Off,11.480,-6.124,7,0,0,104.167,750.868,13.720,Off,50283,1.382,1.472,7,73,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,25,6.960,Inactive,6.250,7.812,27.500,18.391,63,3,0,0
318,In Gear,0.500,Off,7.289,5,98,Applied,No,Inactive,Inactive,624,Off,13.700,89,16.078,OK,352,00:11:42,1004.250,25.098,Not Venting,Not Run,OK,Not Run,Off,11.088,-5.708,7,0,0,815.972,755.208,13.720,Off,50283,1.232,1.217,7,74,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,23,6.410,Inactive,-3.125,0,19.500,17.688,62,3,0,0
319,In Gear,0.500,Off,6.383,5,98,Applied,No,Inactive,Inactive,624,Off,13.700,89,16.078,OK,348,00:11:42,927.500,22.745,Not Venting,Not Run,OK,Not Run,Off,10.696,-5.188,7,0,0,47.743,750.868,13.670,Off,50283,1.322,1.307,7,75,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,23,6.040,Inactive,1.562,4.688,19.500,17.395,61,3,0,0
320,In Gear,0.500,Off,6.266,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,16.863,OK,348,00:11:42,904.750,22.745,Not Venting,Not Run,OK,Not Run,Off,9.912,-4.597,7,0,0,746.528,750.868,13.746,Off,50283,1.382,1.352,7,75,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,23,6.090,Inactive,2.344,5.469,20,17.395,60,3,0,0
321,In Gear,0.500,Off,6.164,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,16.471,OK,340,00:11:43,886.750,22.745,Not Venting,Not Run,OK,Not Run,Off,7.951,-4.005,7,0,0,807.292,750.868,13.720,Off,50283,1.307,1.277,7,74,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,24,5.930,Inactive,-2.344,0.781,20.500,17.395,59,3,0,0
322,In Gear,0.500,Off,6.141,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,16.863,OK,336,00:11:43,868.500,21.961,Not Venting,Not Run,OK,Not Run,Off,5.206,-3.472,7,0,0,759.549,750.868,13.720,Off,50283,1.337,1.307,7,74,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,24,5.810,Inactive,-3.125,0,22,17.258,59,3,0,0
323,In Gear,5.793,Off,6.891,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,23.529,OK,332,00:11:44,875.750,22.745,Not Venting,Not Run,OK,Not Run,Off,4.029,-3.020,7,0,0,724.826,746.528,13.746,Off,50283,1.743,1.532,7,73,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,25,8.190,Inactive,1.562,-3.906,26,21.379,59,3,0,0
324,In Gear,7.492,Off,13.211,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,32.941,OK,352,00:11:44,1129.750,62.745,Not Venting,Not Run,OK,Not Run,Off,5.206,-2.653,0,0,0,186.632,750.868,13.746,Off,50283,2.464,2.599,7,63,-9.375,-10.938,Open,Not Run,Not Run,OK,On,Yes,35,14.560,Inactive,-3.125,-5.469,33,24.074,59,3,0,0
325,In Gear,11.926,Off,18.727,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,52.549,OK,344,00:11:44,1168.750,80.392,Not Venting,Not Run,OK,Not Run,Off,6.382,-2.588,0,0,0,43.403,746.528,13.670,Off,50283,3.756,3.711,7,54,-9.375,-10.938,Open,Not Run,Not Run,OK,On,Yes,43,23.870,Inactive,0.781,3.906,33.500,28.488,59,3,0,0
326,In Gear,4.934,Off,22.227,5,98,Released,No,Inactive,Inactive,624,Off,13.800,89,37.255,OK,356,00:11:45,1286.500,94.118,Not Venting,Not Run,OK,Not Run,Off,7.951,-2.840,0,0,0,78.125,742.188,13.795,Off,50283,3.891,3.981,7,47,-9.375,-10.938,Open,Not Run,Not Run,OK,On,Yes,52,19.630,Inactive,5.469,9.375,32,24.934,59,3,0,0
327,In Gear,3.566,Off,14.984,5,98,Released,No,Inactive,Inactive,624,Off,13.800,89,29.020,OK,348,00:11:45,1163.500,81.176,Not Venting,Not Run,OK,Not Run,Off,9.520,-3.262,0,0,0,828.993,742.188,13.795,Off,50283,2.960,2.945,7,58,-9.375,-10.938,Open,Not Run,Not Run,OK,On,Yes,39,13.320,Inactive,8.594,9.375,40,23.098,60,3,0,0
328,In Gear,3.742,Off,13.984,5,98,Released,No,Inactive,Inactive,624,Off,13.800,89,30.196,OK,348,00:11:46,1160.250,74.118,Not Venting,Not Run,OK,Not Run,Off,10.696,-3.731,0,0,0,234.375,742.188,13.770,Off,50283,2.539,2.689,7,61,-9.375,-10.938,Open,Not Run,Not Run,OK,On,Yes,37,13.740,Inactive,-0.781,0,41.500,23.234,60,3,0,0
329,In Gear,10.227,Off,16.867,5,98,Released,No,Inactive,Inactive,624,Off,13.800,89,43.529,OK,348,00:11:46,1184.750,78.824,Not Venting,Not Run,OK,Not Run,Off,11.480,-4.104,0,0,0,781.250,742.188,13.795,Off,50283,3.471,3.395,7,57,-9.375,-10.938,Open,Not Run,Not Run,OK,On,Yes,40,20.260,Inactive,3.125,5.469,37.500,27.355,61,3,0,0
330,In Gear,11.926,Off,24.961,5,98,Released,No,Inactive,Inactive,624,Off,13.800,89,52.941,OK,352,00:11:46,1298.500,93.725,Not Venting,Not Run,OK,Not Run,Off,12.265,-4.448,0,0,0,190.972,737.847,13.770,Off,50283,4.928,4.657,7,45,-9.375,-10.938,Open,Not Run,Not Run,OK,On,Yes,52,26.820,Inactive,8.594,0,30,29.191,61,3,0,0
331,In Gear,13.918,Off,32.914,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,59.216,OK,352,00:11:47,1423.750,100,Not Venting,Not Run,OK,Not Run,Off,12.657,-4.842,0,0,0,811.632,733.507,13.770,Off,50283,5.288,5.679,7,37,-9.375,-10.156,Open,Not Run,Not Run,OK,On,Yes,60,33.530,Inactive,0.781,7.031,27.500,31.613,61,3,0,0
332,In Gear,13.918,Off,34.789,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,57.255,OK,372,00:11:47,1502.250,100,Not Venting,Not Run,OK,Not Run,Off,13.049,-5.297,1,0,0,859.375,742.188,13.770,Off,50283,5.739,5.754,7,37,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,61,34.770,Inactive,0,1.562,27.500,31.750,62,3,0,0
333,In Gear,10.363,Off,31.320,5,98,Released,No,Inactive,Inactive,624,Off,13.800,89,48.627,OK,380,00:11:48,1495,100,Not Venting,Not Run,OK,Not Run,Off,13.441,-5.780,1,0,0,842.014,772.569,13.795,Off,50283,4.733,4.672,7,40,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,59,29.600,Inactive,-3.906,-3.906,29.500,28.918,63,3,0,0
334,In Gear,10.031,Off,26.211,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,47.843,OK,376,00:11:48,1387.500,96.078,Not Venting,Not Run,OK,Not Run,Off,13.833,-6.244,0,0,0,82.465,781.250,13.795,Off,50283,4.477,4.477,7,45,-9.375,-10.156,Open,Not Run,Not Run,OK,On,Yes,52,26.620,Inactive,3.125,3.906,30.500,28.918,64,3,0,0
335,In Gear,10.031,Off,26.320,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,47.843,OK,372,00:11:48,1384.250,96.078,Not Venting,Not Run,OK,Not Run,Off,14.225,-6.637,0,0,0,859.375,794.271,13.770,Off,50283,4.237,4.507,7,45,-9.375,-10.156,Open,Not Run,Not Run,OK,On,Yes,53,26.320,Inactive,-2.344,3.906,30.500,28.918,64,3,0,0
336,In Gear,11.535,Off,26.461,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,50.196,OK,372,00:11:49,1377.250,96.078,Not Venting,Not Run,OK,Not Run,Off,14.618,-6.813,0,0,0,833.333,811.632,13.795,Off,50283,4.642,4.402,7,45,-9.375,-10.156,Open,Not Run,Not Run,OK,On,Yes,55,27.430,Inactive,2.344,-2.344,30.500,29.621,64,3,0,0
337,In Gear,16.320,Off,38.703,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,73.333,OK,368,00:11:49,1482.500,100,Not Venting,Not Run,OK,Not Run,Off,15.010,-7.108,1,0,0,117.188,815.972,13.770,Off,50283,6.611,6.986,7,33,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,63,42.490,Inactive,-3.125,2.344,25.500,34.172,65,3,0,0
338,In Gear,16.633,Off,43.688,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,65.882,OK,388,00:11:49,1622,100,Not Venting,Not Run,OK,Not Run,Off,15.402,-7.394,1,0,0,842.014,837.674,13.770,Off,50283,6.806,6.505,7,29,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,69,43.030,Inactive,0.781,-3.125,26,34.172,65,3,0,0
339,In Gear,15.480,Off,43.234,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,65.098,OK,396,00:11:50,1623.250,100,Not Venting,Not Run,OK,Not Run,Off,15.794,-7.664,1,0,0,112.847,815.972,13.770,Off,50283,6.611,6.626,7,30,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,68,42.400,Inactive,-4.688,0.781,26,33.605,66,3,0,0
340,In Gear,11.047,Off,32.594,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,50.588,OK,376,00:11:50,1540.750,100,Not Venting,Not Run,OK,Not Run,Off,16.186,-7.902,1,0,0,815.972,807.292,13.795,Off,50283,4.823,4.853,7,40,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,58,31.310,Inactive,-5.469,-4.688,29,30.051,67,3,0,0
341,In Gear,9.016,Off,28.398,5,98,Released,No,Inactive,Inactive,624,Off,13.800,89,46.667,OK,368,00:11:51,1463.250,100,Not Venting,Not Run,OK,Not Run,Off,16.578,-8.165,0,0,0,855.035,802.951,13.845,Off,50283,4.402,4.357,7,44,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,54,27.840,Inactive,1.562,1.562,30.500,28.781,68,3,0,0
342,In Gear,6.965,Off,25.336,5,98,Released,No,Inactive,Inactive,624,Off,13.800,89,44.706,OK,380,00:11:51,1396,95.294,Not Venting,Not Run,OK,Not Run,Off,17.363,-8.449,0,0,0,130.208,815.972,13.845,Off,50283,4.132,4.087,7,48,-9.375,-10.156,Open,Not Run,Not Run,OK,On,Yes,50,24.890,Inactive,1.562,1.562,32,27.629,68,3,0,0
343,In Gear,0.500,Off,17.516,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,26.667,OK,376,00:11:51,1317.500,88.627,Not Venting,Not Run,OK,Not Run,Off,17.755,-8.624,7,0,0,837.674,815.972,13.770,Off,50283,2.524,2.329,7,58,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,41,14.060,Inactive,-2.344,1.562,39.500,23.508,68,3,0,0
344,In Gear,0.500,Off,14.625,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,26.275,OK,372,00:11:52,1280.250,78.431,Not Venting,Not Run,OK,Not Run,Off,17.755,-8.716,7,0,0,65.104,815.972,13.795,Off,50283,2.329,2.178,7,63,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,35,13.570,Inactive,2.344,1.562,36,23.098,68,3,0,0
345,In Gear,0.500,Off,13.578,5,98,Released,No,Inactive,Inactive,624,Off,13.700,89,25.882,OK,368,00:11:52,1264.500,72.157,Not Venting,Not Run,OK,Not Run,Off,17.363,-8.690,7,0,0,86.806,811.632,13.770,Off,50283,2.058,2.118,7,65,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,33,12.920,Inactive,-2.344,3.906,33.500,22.668,68,3,0,0
346,In Gear,0.500,Off,12.125,5,98,Applied,No,Inactive,Inactive,624,Off,13.700,89,21.176,OK,368,00:11:53,1254,67.059,Not Venting,Not Run,OK,Not Run,Off,15.794,-8.536,7,0,0,86.806,807.292,13.770,Off,50283,1.923,1.908,7,67,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,31,10.630,Inactive,2.344,7.812,35,21.105,68,3,0,0
347,In Gear,0.500,Off,11.094,5,98,Applied,No,Inactive,Inactive,624,Off,13.700,89,20,OK,372,00:11:53,1242.500,53.725,Not Venting,Not Run,OK,Not Run,Off,14.618,-8.309,7,0,0,811.632,802.951,13.795,Off,50283,1.818,1.578,7,70,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,28,9.860,Inactive,6.250,8.594,36.500,20.949,68,3,0,0
348,In Gear,0.500,Off,9.750,5,98,Applied,No,Inactive,Inactive,624,Off,13.700,89,18.431,OK,368,00:11:53,1190.750,41.176,Not Venting,Not Run,OK,Not Run,Off,13.049,-7.945,7,0,0,73.785,802.951,13.770,Off,50283,1.502,1.517,7,71,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,27,8.750,Inactive,3.906,4.688,33,19.816,67,3,0,0
349,In Gear,0.500,Off,8.203,5,98,Applied,No,Inactive,Inactive,624,Off,13.700,89,15.686,OK,360,00:11:54,1124.250,29.020,Not Venting,Not Run,OK,Not Run,Off,11.480,-7.457,7,0,0,60.764,802.951,13.770,Off,50283,1.292,1.307,7,74,-15.625,-20.312,Open,Not Run,Not Run,OK,On,Yes,24,6.900,Inactive,-0.781,4.688,25,18.254,66,3,0,0
350,In Gear,0.500,Off,7.086,5,98,Applied,No,Inactive,Inactive,624,Off,13.700,89,15.686,OK,356,00:11:54,1017.250,25.098,Not Venting,Not Run,OK,Not Run,Off,8.735,-6.865,7,0,0,95.486,798.611,13.770,Off,50283,1.337,1.337,7,75,-15.625,-19.531,Open,Not Run,Not Run,OK,On,Yes,23,6.380,Inactive,4.688,8.594,19.500,17.688,64,3,0,0
351,In Gear,0.500,Off,6.742,5,98,Applied,No,Inactive,Inactive,624,Off,13.800,89,15.686,OK,348,00:11:55,985,23.137,Not Venting,Not Run,OK,Not Run,Off,5.598,-6.174,7,0,0,833.333,798.611,13.820,Off,50283,1.277,1.217,7,75,-14.062,-19.531,Open,Not Run,Not Run,OK,On,Yes,23,6.160,Inactive,0,1.562,18.500,17.551,63,3,0,0
352,In Gear,0.500,Off,6.180,5,98,Applied,No,Inactive,Inactive,624,Off,13.800,89,16.863,OK,352,00:11:55,922.750,22.745,Not Venting,Not Run,OK,Not Run,Off,4.029,-5.483,7,0,0,742.188,798.611,13.795,Off,50283,1.322,1.277,7,75,-14.062,-19.531,Open,Not Run,Not Run,OK,On,Yes,23,6.180,Inactive,0,0.781,19.500,17.551,62,3,0,0
353,In Gear,0.500,Off,6.133,5,98,Applied,No,Inactive,Inactive,624,Off,13.800,89,16.471,OK,348,00:11:55,920.750,22.745,Not Venting,Not Run,OK,Not Run,Off,2.461,-4.855,7,0,0,763.889,794.271,13.820,Off,50283,1.292,1.217,7,75,-14.062,-19.531,Open,Not Run,Not Run,OK,On,Yes,23,6.040,Inactive,-2.344,-3.125,20.500,17.395,60,3,0,0
354,In Gear,0.500,Off,5.984,5,98,Applied,No,Inactive,Inactive,624,Off,13.800,89,16.863,OK,344,00:11:56,878.250,22.745,Not Venting,Not Run,OK,Not Run,Off,1.676,-4.284,7,0,0,711.806,794.271,13.795,Off,50283,1.307,1.232,7,75,-14.062,-19.531,Open,Not Run,Not Run,OK,On,Yes,23,5.940,Inactive,-6.250,-5.469,21.500,17.395,59,3,0,0
355,In Gear,0.500,Off,5.961,5,98,Released,No,Inactive,Inactive,624,Off,13.800,89,17.255,OK,344,00:11:56,850,22.745,Not Venting,Not Run,OK,Not Run,Off,1.676,-3.746,7,0,0,746.528,794.271,13.820,Off,50283,1.307,1.232,7,74,-14.062,-19.531,Open,Not Run,Not Run,OK,On,Yes,24,5.950,Inactive,-7.031,-6.250,22.500,17.258,58,3,0,0
356,In Gear,4.426,Off,6,5,98,Released,No,Inactive,Inactive,624,Off,13.800,90,18.039,OK,336,00:11:57,830,21.961,Not Venting,Not Run,OK,Not Run,Off,1.676,-3.256,7,0,0,585.938,789.931,13.820,Off,50283,1.593,1.337,7,73,-14.062,-19.531,Open,Not Run,Not Run,OK,On,Yes,25,6.130,Inactive,-7.812,-7.812,24,19.250,58,3,0,0
357,In Gear,5.090,Off,9.695,5,98,Released,No,Inactive,Inactive,624,Off,13.800,90,27.451,OK,344,00:11:57,1022,34.510,Not Venting,Not Run,OK,Not Run,Off,2.461,-2.846,7,0,0,234.375,789.931,13.845,Off,50283,1.953,1.968,7,68,-14.062,-19.531,Open,Not Run,Not Run,OK,On,Yes,30,10.910,Inactive,1.562,1.562,31,21.379,58,3,0,0
358,In Gear,6.125,Off,11.609,5,98,Released,No,Inactive,Inactive,624,Off,13.800,90,30.196,OK,356,00:11:57,1094.750,60.392,Not Venting,Not Run,OK,Not Run,Off,4.422,-2.601,7,0,0,52.083,785.590,13.820,Off,50283,2.239,2.284,7,65,-14.062,-19.531,Open,Not Run,Not Run,OK,On,Yes,33,12.940,Inactive,-3.906,2.344,38.500,23.098,58,3,0,0
359,In Gear,7.492,Off,14.680,5,98,Released,No,Inactive,Inactive,624,Off,13.800,90,35.686,OK,360,00:11:58,1136.750,75.294,Not Venting,Not Run,OK,Not Run,Off,6.382,-2.623,0,0,0,108.507,785.590,13.870,Off,50283,3.050,3.200,7,59,-9.375,-10.156,Open,Not Run,Not Run,OK,On,Yes,38,15.970,Inactive,1.562,7.812,38.500,24.660,58,3,0,0
360,In Gear,8.176,Off,17.555,5,98,Released,No,Inactive,Inactive,624,Off,13.800,90,40.784,OK,356,00:11:58,1178,85.882,Not Venting,Not Run,OK,Not Run,Off,8.343,-2.869,0,0,0,837.674,781.250,13.845,Off,50283,3.350,3.350,7,54,-9.375,-10.156,Open,Not Run,Not Run,OK,On,Yes,43,18.930,Inactive,6.250,-0.781,35,25.793,58,3,0,0
361,In Gear,8,Off,18.742,5,98,Released,No,Inactive,Inactive,624,Off,13.800,90,41.176,OK,360,00:11:59,1196.500,89.412,Not Venting,Not Run,OK,Not Run,Off,9.912,-3.280,0,0,0,208.333,781.250,13.820,Off,50283,3.741,3.756,7,52,-9.375,-10.156,Open,Not Run,Not Run,OK,On,Yes,45,19.340,Inactive,2.344,-2.344,33,26.066,59,3,0,0
