Num,1. * Park/Neutral Position (PNP) Switch (If Equipped),2. Accelerator Pedal Position (APP) Indicated Angle (%),3. Air Conditioning (A/C) Relay Command,4. Air Flow Calculated (g/s),5. Ambient Air Temperature (degree C),6. Barometric Pressure (BARO) (kPa),7. Brake Pedal Position (BPP) Signal,8. Cold Startup,9. Cruise Control Active,10. Deceleration Fuel Cutoff,11. Desired Idle Speed (rpm),12. Engine Control (EC) Ignition Relay Command,13. Engine Control (EC) Ignition Relay Feedback Signal (V),14. Engine Coolant Temperature (ECT) Sensor (degree C),15. Engine Load (%),16. Engine Oil Level Switch,17. Engine Oil Pressure Sensor (kPa),18. Engine Run Time,19. Engine Speed (rpm),20. Evaporative Emission (EVAP) Purge Solenoid Command (%),21. Evaporative Emission (EVAP) Vent Solenoid Command,22. Fuel Pump Relay Circuit Open Test Status,23. Fuel Pump Relay Circuit Short Gnd Test Status,24. Fuel Pump Relay Circuit Short Volts Test Status,25. Fuel Pump Relay Command,26. Fuel Tank Level Remaining (%),27. Fuel Tank Pressure Sensor (mmHg),28. Fuel Trim Cell (   ),29. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 1 (mV),30. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 2 (mV),31. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 1 (mV),32. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 2 (mV),33. Ignition 1 Signal (V),34. Ignition Accessory Signal,35. Ignition Off Time (min),36. Injector PWM Bank 1 (ms),37. Injector PWM Bank 2 (ms),38. Intake Air Temperature (IAT) Sensor (degree C),39. Intake Manifold Pressure (kPa),40. Long Term Fuel Trim (FT) Bank 1 (%),41. Long Term Fuel Trim (FT) Bank 2 (%),42. Loop Status,43. Malfunction Indicator Lamp (MIL) Circuit Open Test Status,44. Malfunction Indicator Lamp (MIL) Circuit Short Gnd Test Status,45. Malfunction Indicator Lamp (MIL) Circuit Short Volts Test Status,46. Malfunction Indicator Lamp (MIL) Command,47. Malfunction Indicator Lamp (MIL) Requested By DTC,48. Manifold Absolute Pressure (MAP) Sensor (kPa),49. Mass Air Flow (MAF) Sensor (g/s),50. Power Enrichment,51. Short Term Fuel Trim (FT) Bank 1 (%),52. Short Term Fuel Trim (FT) Bank 2 (%),53. Spark (deg),54. Throttle Position (TP) Indicated Angle (%),55. Vehicle Speed Sensor (km/h),56. Warm-Ups Since DTC Cleared (counts),57. Warm-Ups w/o Emission Faults (   ),58. Warm-Ups w/o Non-Emission Faults (   )
123,Park/Neutral,0.500,Off,9.836,13,98,Released,No,Inactive,Inactive,808,On,14.400,27,33.725,OK,348,00:00:43,791.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.670,14,86.806,186.632,503.472,82.465,14.592,On,0,2.809,2.719,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,10.840,Inactive,8.594,6.250,9,21.672,0,0,0,0
124,Park/Neutral,0.500,Off,9.727,13,98,Released,No,Inactive,Inactive,808,On,14.500,27,33.725,OK,348,00:00:43,779.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,147.569,169.271,434.028,82.465,14.542,On,0,2.885,2.779,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,10.870,Inactive,9.375,6.250,8.500,21.516,0,0,0,0
125,Park/Neutral,0.500,Off,9.859,13,98,Released,No,Inactive,Inactive,800,On,14.500,28,33.725,OK,356,00:00:44,791,0,Venting,Not Run,OK,Not Run,On,98.931,1.642,14,837.674,173.611,763.889,82.465,14.567,On,0,2.840,2.749,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,10.840,Inactive,9.375,7.031,7.500,21.516,0,0,0,0
126,Park/Neutral,0.500,Off,9.703,13,98,Released,No,Inactive,Inactive,800,On,14.500,28,34.118,OK,352,00:00:44,775.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.616,14,824.653,182.292,789.931,82.465,14.567,On,0,2.855,2.764,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,10.920,Inactive,9.375,7.031,8.500,21.672,0,0,0,0
127,Park/Neutral,0.500,Off,9.664,13,98,Released,No,Inactive,Inactive,792,On,14.500,28,32.941,OK,340,00:00:45,781,0,Venting,Not Run,OK,Not Run,On,98.931,1.611,14,802.951,186.632,842.014,82.465,14.542,On,0,2.794,2.689,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,10.600,Inactive,9.375,7.031,8.500,21.379,0,0,0,0
128,Park/Neutral,0.500,Off,9.648,13,98,Released,No,Inactive,Inactive,784,On,14.400,28,33.333,OK,344,00:00:45,780.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.606,14,776.910,177.951,703.125,82.465,14.567,On,0,2.779,2.674,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,10.560,Inactive,9.375,7.031,10.500,21.379,0,0,0,0
129,Park/Neutral,0.500,Off,9.352,13,98,Released,No,Inactive,Inactive,784,On,14.400,28,31.373,OK,336,00:00:45,776,0,Venting,Not Run,OK,Not Run,On,98.931,1.633,14,373.264,164.931,833.333,78.125,14.567,On,0,2.584,2.449,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,10.050,Inactive,9.375,7.031,9,21.105,0,0,0,0
130,Park/Neutral,0.500,Off,8.992,13,98,Released,No,Inactive,Inactive,776,On,14.500,28,30.980,OK,340,00:00:46,752,0,Venting,Not Run,OK,Not Run,On,98.931,1.606,14,86.806,151.910,186.632,73.785,14.567,On,0,2.674,2.554,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,9.900,Inactive,10.156,7.031,14.500,20.949,0,0,0,0
131,Park/Neutral,0.500,Off,9.062,13,98,Released,No,Inactive,Inactive,776,On,14.500,28,31.765,OK,340,00:00:46,752.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.660,14,78.125,138.889,104.167,60.764,14.567,On,0,2.809,2.629,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,10.080,Inactive,13.281,7.031,13,21.105,0,0,0,0
132,Park/Neutral,0.500,Off,9.188,13,98,Released,No,Inactive,Inactive,768,On,14.500,28,31.373,OK,348,00:00:47,772.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.660,14,859.375,134.549,243.056,65.104,14.567,On,0,2.719,2.599,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,10.010,Inactive,13.281,9.375,10,21.105,0,0,0,0
133,Park/Neutral,0.500,Off,8.992,13,98,Released,No,Inactive,Inactive,768,On,14.500,28,31.373,OK,340,00:00:47,754.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.615,14,872.396,160.590,759.549,69.444,14.567,On,0,2.825,2.749,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,10.020,Inactive,13.281,10.938,11.500,20.949,0,0,0,0
134,Park/Neutral,0.500,Off,9.258,13,98,Released,No,Inactive,Inactive,760,On,14.500,28,31.373,OK,344,00:00:47,780.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.616,14,868.056,707.465,902.778,82.465,14.542,On,0,2.689,2.599,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,10.080,Inactive,13.281,10.938,9.500,20.949,0,0,0,0
135,Park/Neutral,0.500,Off,8.781,13,98,Released,No,Inactive,Inactive,760,On,14.500,28,30.588,OK,344,00:00:48,759.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.643,14,855.035,776.910,872.396,781.250,14.567,On,0,2.539,2.584,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,9.710,Inactive,8.594,10.938,11,20.949,0,0,0,0
136,Park/Neutral,0.500,Off,8.688,13,98,Released,No,Inactive,Inactive,752,On,14.500,28,30.588,OK,340,00:00:48,740,0,Venting,Not Run,OK,Not Run,On,98.931,1.631,14,755.208,781.250,881.076,785.590,14.567,On,0,2.719,2.614,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,9.670,Inactive,8.594,6.250,14.500,20.812,0,0,0,0
137,Park/Neutral,0.500,Off,8.641,13,98,Released,No,Inactive,Inactive,752,On,14.500,29,30.588,OK,348,00:00:49,734.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.631,14,842.014,737.847,863.715,759.549,14.567,On,0,2.659,2.584,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,9.720,Inactive,8.594,6.250,12,20.812,0,0,0,0
138,Park/Neutral,0.500,Off,8.648,13,98,Released,No,Inactive,Inactive,752,On,14.500,29,30.196,OK,344,00:00:49,730.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.647,14,798.611,677.083,802.951,781.250,14.542,On,0,2.644,2.584,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,9.600,Inactive,7.812,6.250,13,20.676,0,0,0,0
139,Park/Neutral,0.500,Off,8.328,13,98,Released,No,Inactive,Inactive,744,On,14.500,29,29.804,OK,336,00:00:49,714.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.618,14,802.951,677.083,846.354,668.403,14.542,On,0,2.629,2.524,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,9.450,Inactive,7.812,5.469,14,20.676,0,0,0,0
140,Park/Neutral,0.500,Off,8.523,13,98,Released,No,Inactive,Inactive,744,On,14.500,29,29.020,OK,344,00:00:50,729.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.640,14,690.104,625,755.208,646.701,14.567,On,0,2.494,2.464,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,9.240,Inactive,6.250,5.469,14.500,20.520,0,0,0,0
141,Park/Neutral,0.500,Off,8.422,13,98,Released,No,Inactive,Inactive,736,On,14.500,29,29.412,OK,344,00:00:50,722.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.640,14,164.931,525.174,742.188,421.007,14.542,On,0,2.674,2.449,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,9.320,Inactive,8.594,2.344,14.500,20.520,0,0,0,0
142,Park/Neutral,0.500,Off,8.688,13,98,Released,No,Inactive,Inactive,736,On,14.500,29,29.412,OK,348,00:00:51,740.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.640,14,86.806,295.139,186.632,173.611,14.517,On,0,2.569,2.479,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,9.370,Inactive,8.594,6.250,13.500,20.520,0,0,0,0
143,Park/Neutral,0.500,Off,8.539,13,98,Released,No,Inactive,Inactive,736,On,14.500,29,29.804,OK,340,00:00:51,740,0,Venting,Not Run,OK,Not Run,On,98.931,1.645,14,802.951,138.889,73.785,65.104,14.542,On,0,2.524,2.434,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,9.450,Inactive,8.594,6.250,13.500,20.676,0,0,0,0
144,Park/Neutral,0.500,Off,8.266,13,98,Released,No,Inactive,Inactive,728,On,14.500,29,29.412,OK,340,00:00:51,710.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.629,14,195.312,138.889,60.764,56.424,14.542,On,0,2.674,2.584,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,9.340,Inactive,8.594,6.250,15,20.520,0,0,0,0
145,Park/Neutral,0.500,Off,8.492,13,98,Released,No,Inactive,Inactive,728,On,14.500,29,29.412,OK,344,00:00:52,729.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.629,14,794.271,125.868,108.507,56.424,14.542,On,0,2.614,2.554,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,9.340,Inactive,8.594,7.031,15.500,20.520,0,0,0,0
146,Park/Neutral,0.500,Off,8.547,13,98,Released,No,Inactive,Inactive,720,On,14.500,29,29.020,OK,340,00:00:52,741,0,Venting,Not Run,OK,Not Run,On,98.931,1.654,14,737.847,125.868,303.819,60.764,14.542,On,0,2.494,2.389,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,9.220,Inactive,8.594,7.031,14.500,20.383,0,0,0,0
147,Park/Neutral,0.500,Off,8.039,13,98,Released,No,Inactive,Inactive,720,On,14.500,29,27.451,OK,340,00:00:53,726.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.652,14,802.951,130.208,772.569,78.125,14.567,On,0,2.314,2.239,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.710,Inactive,8.594,7.031,16,20.109,0,0,0,0
148,Park/Neutral,0.500,Off,7.703,13,98,Released,No,Inactive,Inactive,720,On,14.500,29,27.059,OK,344,00:00:53,693.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.622,14,69.444,134.549,125.868,82.465,14.542,On,0,2.569,2.494,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.570,Inactive,9.375,7.812,19,20.109,0,0,0,0
149,Park/Neutral,0.500,Off,7.805,13,98,Released,No,Inactive,Inactive,720,On,14.500,29,27.451,OK,332,00:00:53,693.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.629,14,112.847,104.167,121.528,56.424,14.542,On,0,2.599,2.569,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.720,Inactive,9.375,10.156,17,20.109,0,0,0,0
150,Park/Neutral,0.500,Off,8.023,13,98,Released,No,Inactive,Inactive,712,On,14.500,30,27.451,OK,336,00:00:54,714.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.625,14,828.993,99.826,872.396,52.083,14.493,On,0,2.449,2.434,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.650,Inactive,10.156,10.938,17.500,20.109,0,0,0,0
151,Park/Neutral,0.500,Off,7.812,13,98,Released,No,Inactive,Inactive,712,On,14.500,30,27.451,OK,336,00:00:54,702.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.642,14,820.312,104.167,898.438,143.229,14.542,On,0,2.464,2.449,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.670,Inactive,10.156,10.938,18.500,20.109,0,0,0,0
152,Park/Neutral,0.500,Off,7.781,13,98,Released,No,Inactive,Inactive,712,On,14.500,30,27.059,OK,352,00:00:54,693.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.645,14,785.590,117.188,885.417,781.250,14.517,On,0,2.554,2.554,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.600,Inactive,10.156,10.938,19,20.109,0,0,0,0
153,Park/Neutral,0.500,Off,7.852,13,98,Released,No,Inactive,Inactive,712,On,14.500,30,27.451,OK,348,00:00:55,709.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.642,14,842.014,173.611,885.417,811.632,14.517,On,0,2.449,2.344,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.670,Inactive,10.156,6.250,18,20.109,0,0,0,0
154,Park/Neutral,0.500,Off,7.602,13,98,Released,No,Inactive,Inactive,712,On,14.500,30,27.451,OK,340,00:00:55,685.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.631,14,828.993,364.583,868.056,833.333,14.542,On,0,2.449,2.344,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.700,Inactive,10.156,6.250,22.500,20.109,0,0,0,0
155,Park/Neutral,0.500,Off,7.820,13,98,Released,No,Inactive,Inactive,712,On,14.500,30,27.843,OK,348,00:00:55,694.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.622,14,781.250,581.597,815.972,828.993,14.517,On,0,2.629,2.494,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.820,Inactive,10.156,6.250,20,20.246,0,0,0,0
156,Park/Neutral,0.500,Off,8.188,13,98,Released,No,Inactive,Inactive,712,On,14.500,30,27.843,OK,340,00:00:56,726.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.638,14,859.375,737.847,855.035,742.188,14.517,On,0,2.434,2.344,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.870,Inactive,10.156,6.250,18,20.246,0,0,0,0
157,Park/Neutral,0.500,Off,7.867,13,98,Released,No,Inactive,Inactive,712,On,14.500,30,27.843,OK,348,00:00:56,711.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.647,14,807.292,781.250,781.250,750.868,14.542,On,0,2.464,2.404,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.800,Inactive,7.812,5.469,18,20.246,0,0,0,0
158,Park/Neutral,0.500,Off,7.805,13,98,Released,No,Inactive,Inactive,712,On,14.500,30,27.451,OK,344,00:00:56,702.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.661,14,690.104,794.271,611.979,690.104,14.542,On,0,2.434,2.359,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.720,Inactive,7.812,4.688,18.500,20.246,0,0,0,0
159,Park/Neutral,0.500,Off,7.602,13,98,Released,No,Inactive,Inactive,712,On,14.400,30,27.843,OK,340,00:00:57,679.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.656,14,338.542,763.889,568.576,607.639,14.517,On,0,2.644,2.434,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.760,Inactive,9.375,2.344,19,20.246,0,0,0,0
160,Park/Neutral,0.500,Off,7.922,13,98,Released,No,Inactive,Inactive,712,On,14.500,30,27.843,OK,340,00:00:57,699.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.638,14,828.993,655.382,724.826,225.694,14.517,On,0,2.584,2.359,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.760,Inactive,9.375,1.562,18.500,20.109,0,0,0,0
161,Park/Neutral,0.500,Off,7.898,13,98,Released,No,Inactive,Inactive,704,On,14.500,30,27.451,OK,348,00:00:57,707.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,837.674,598.958,282.118,112.847,14.517,On,0,2.479,2.389,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.730,Inactive,9.375,1.562,18.500,20.109,0,0,0,0
162,Park/Neutral,0.500,Off,7.938,13,98,Released,No,Inactive,Inactive,704,On,14.500,30,27.451,OK,340,00:00:58,715.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.620,14,794.271,781.250,47.743,60.764,14.493,On,0,2.434,2.359,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.740,Inactive,7.812,6.250,18,20.109,0,0,0,0
163,Park/Neutral,0.500,Off,7.555,13,98,Released,No,Inactive,Inactive,704,On,14.500,30,27.451,OK,340,00:00:58,672.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.615,14,789.931,755.208,60.764,43.403,14.542,On,0,2.629,2.554,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.680,Inactive,7.812,6.250,23,20.109,0,0,0,0
164,Park/Neutral,0.500,Off,8.023,13,98,Released,No,Inactive,Inactive,704,On,14.500,31,27.451,OK,344,00:00:59,712.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.607,14,759.549,694.444,481.771,43.403,14.542,On,0,2.464,2.419,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.710,Inactive,7.812,7.031,18,20.109,0,0,0,0
165,Park/Neutral,0.500,Off,7.875,13,98,Released,No,Inactive,Inactive,704,On,14.500,31,27.843,OK,344,00:00:59,710.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.622,14,807.292,611.979,859.375,73.785,14.542,On,0,2.404,2.359,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.780,Inactive,7.031,7.031,17.500,20.246,0,0,0,0
166,Park/Neutral,0.500,Off,7.914,13,98,Released,No,Inactive,Inactive,704,On,14.500,31,27.451,OK,348,00:00:59,713.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.638,14,186.632,664.062,746.528,169.271,14.542,On,0,2.479,2.419,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.690,Inactive,8.594,7.031,18,20.246,0,0,0,0
167,Park/Neutral,0.500,Off,7.961,13,98,Released,No,Inactive,Inactive,704,On,14.500,31,27.451,OK,348,00:01:00,711.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.627,14,78.125,546.875,815.972,151.910,14.517,On,0,2.539,2.464,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.670,Inactive,8.594,7.031,18,20.246,0,0,0,0
168,Park/Neutral,0.500,Off,7.883,13,98,Released,No,Inactive,Inactive,704,On,14.500,31,27.843,OK,348,00:01:00,707.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.638,14,833.333,312.500,842.014,108.507,14.517,On,0,2.494,2.419,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.780,Inactive,8.594,7.031,18.500,20.246,0,0,0,0
169,Park/Neutral,0.500,Off,7.984,13,98,Released,No,Inactive,Inactive,704,On,14.600,31,27.843,OK,340,00:01:01,717.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.634,14,785.590,247.396,850.694,121.528,14.517,On,0,2.464,2.404,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.720,Inactive,8.594,7.031,18,20.109,0,0,0,0
170,Park/Neutral,0.500,Off,7.812,13,98,Released,No,Inactive,Inactive,704,On,14.500,31,27.451,OK,336,00:01:01,697.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,720.486,390.625,789.931,434.028,14.542,On,0,2.599,2.524,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.630,Inactive,8.594,7.031,18.500,20.109,0,0,0,0
171,Park/Neutral,0.500,Off,7.961,13,98,Released,No,Inactive,Inactive,704,On,14.500,31,27.451,OK,344,00:01:01,705.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.631,14,824.653,507.812,850.694,512.153,14.567,On,0,2.524,2.464,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.670,Inactive,8.594,7.031,18.500,20.246,0,0,0,0
172,Park/Neutral,0.500,Off,7.945,13,98,Released,No,Inactive,Inactive,704,On,14.500,31,27.059,OK,348,00:01:02,718.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.631,14,833.333,473.090,850.694,737.847,14.517,On,0,2.389,2.314,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.590,Inactive,8.594,7.031,18,19.953,0,0,0,0
173,Park/Neutral,0.500,Off,7.664,13,98,Released,No,Inactive,Inactive,704,On,14.400,31,26.667,OK,336,00:01:02,692,0,Venting,Not Run,OK,Not Run,On,98.931,1.658,14,677.083,776.910,763.889,759.549,14.493,On,0,2.449,2.389,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.420,Inactive,8.594,5.469,19,19.953,0,0,0,0
174,Park/Neutral,0.500,Off,7.438,13,98,Released,No,Inactive,Inactive,704,On,14.400,31,26.667,OK,336,00:01:03,677.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.633,14,798.611,711.806,711.806,603.299,14.542,On,0,2.479,2.389,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.420,Inactive,8.594,5.469,18.500,19.953,0,0,0,0
175,Park/Neutral,0.500,Off,7.805,13,98,Released,No,Inactive,Inactive,704,On,14.400,31,27.059,OK,336,00:01:03,703.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.618,14,746.528,616.319,312.500,186.632,14.493,On,0,2.494,2.419,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.570,Inactive,8.594,7.031,18.500,19.953,0,0,0,0
176,Park/Neutral,0.500,Off,7.758,13,98,Released,No,Inactive,Inactive,704,On,14.400,31,26.667,OK,344,00:01:03,698,0,Venting,Not Run,OK,Not Run,On,98.931,1.604,14,794.271,568.576,833.333,95.486,14.493,On,0,2.494,2.434,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.440,Inactive,8.594,7.031,18.500,19.953,0,0,0,0
177,Park/Neutral,0.500,Off,7.289,13,98,Released,No,Inactive,Inactive,704,On,14.400,31,27.059,OK,336,00:01:04,662,0,Venting,Not Run,OK,Not Run,On,98.931,1.616,14,794.271,611.979,846.354,91.146,14.443,On,0,2.524,2.464,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.550,Inactive,8.594,7.031,19.500,20.109,0,0,0,0
178,Park/Neutral,0.500,Off,7.844,13,98,Released,No,Inactive,Inactive,704,On,14.400,31,26.667,OK,344,00:01:04,698.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.607,14,807.292,672.743,842.014,208.333,14.443,On,0,2.494,2.419,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.460,Inactive,8.594,7.031,18.500,19.953,0,0,0,0
179,Park/Neutral,0.500,Off,7.695,13,98,Released,No,Inactive,Inactive,704,On,14.400,32,26.667,OK,340,00:01:05,688.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.611,14,802.951,625,855.035,542.535,14.443,On,0,2.509,2.449,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.470,Inactive,8.594,7.031,19,19.953,0,0,0,0
180,Park/Neutral,0.500,Off,7.805,13,98,Released,No,Inactive,Inactive,704,On,14.400,32,26.667,OK,332,00:01:05,699.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.613,14,781.250,716.146,837.674,746.528,14.443,On,0,2.419,2.404,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.480,Inactive,8.594,7.031,18.500,20.109,0,0,0,0
181,Park/Neutral,0.500,Off,7.664,13,98,Released,No,Inactive,Inactive,704,On,14.400,32,26.667,OK,340,00:01:05,690.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.636,14,798.611,685.764,833.333,742.188,14.393,On,0,2.449,2.389,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.450,Inactive,7.031,5.469,18.500,19.953,0,0,0,0
182,Park/Neutral,0.500,Off,7.617,13,98,Released,No,Inactive,Inactive,704,On,14.400,32,27.059,OK,344,00:01:06,684.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.629,14,386.285,655.382,716.146,703.125,14.443,On,0,2.509,2.404,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.500,Inactive,7.031,5.469,19,20.109,0,0,0,0
183,Park/Neutral,0.500,Off,7.875,13,98,Released,No,Inactive,Inactive,704,On,14.300,32,26.667,OK,340,00:01:06,705.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,82.465,525.174,733.507,368.924,14.368,On,0,2.494,2.374,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.450,Inactive,8.594,5.469,18.500,19.953,0,0,0,0
184,Park/Neutral,0.500,Off,7.438,13,98,Released,No,Inactive,Inactive,696,On,14.300,32,26.667,OK,336,00:01:07,670.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.669,14,638.021,338.542,802.951,121.528,14.368,On,0,2.554,2.419,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.380,Inactive,8.594,4.688,20,19.953,0,0,0,0
185,Park/Neutral,0.500,Off,7.609,13,98,Released,No,Inactive,Inactive,696,On,14.400,32,27.451,OK,332,00:01:07,682.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.634,14,802.951,238.715,542.535,104.167,14.393,On,0,2.554,2.374,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.580,Inactive,8.594,3.906,21.500,19.953,0,0,0,0
