Row,+BM Voltage [V],Atmosphere Pressure [kPa],Av Engine Speed of All Cyl [rpm],Battery Voltage [V],Calculate Load [%],Coolant Temp [degree C],Engine Speed [rpm],Engine Speed of Cyl Count1 [rpm],Engine Speed of Cyl Count2 [rpm],IGN Advance [deg],Injection Volum (Cylinder1) [ml],Knock Correct Learn Value [degree CA],Short FT (Bank1 Sensor1) [%],Short FT (Bank2 Sensor1) [%]
3779,13.807,97,51199.219,13.574,23.137,80,1246,51199.219,51199.219,27,0.105,21,-0.781,-1.562
3780,13.827,97,51199.219,13.574,23.137,80,1232.750,51199.219,51199.219,27,0.105,21,-1.562,-0.781
3781,13.843,97,51199.219,13.574,22.745,80,1225,51199.219,51199.219,27,0.105,21,-1.562,-1.562
3782,13.829,97,51199.219,13.574,23.137,80,1207,51199.219,51199.219,27,0.105,21,-1.562,-1.562
3783,13.837,97,51199.219,13.574,23.137,80,1200,51199.219,51199.219,27,0.101,21,-1.562,-1.562
3784,13.845,97,51199.219,13.574,23.137,80,1196,51199.219,51199.219,27,0.101,21,-1.562,-1.562
3785,13.828,97,51199.219,13.574,23.137,80,1192.750,51199.219,51199.219,27,0.101,21,-1.562,-0.781
3786,13.846,97,51199.219,13.574,23.137,80,1181.250,51199.219,51199.219,26.500,0.101,21,-1.562,-0.781
3787,13.845,97,51199.219,13.574,23.137,80,1178,51199.219,51199.219,26.500,0.101,21,-1.562,-0.781
3788,13.844,97,51199.219,13.574,23.529,80,1185,51199.219,51199.219,26.500,0.101,21,-1.562,0
3789,13.846,97,51199.219,13.574,23.529,80,1182,51199.219,51199.219,26.500,0.101,21,-1.562,0
3790,13.861,97,51199.219,13.574,23.529,80,1182.750,51199.219,51199.219,26.500,0.103,21,-1.562,0
3791,13.848,97,51199.219,13.574,23.922,80,1184.250,51199.219,51199.219,26.500,0.103,21,-1.562,0.781
3792,13.851,97,51199.219,13.574,24.706,80,1204.500,51199.219,51199.219,27,0.103,21,-1.562,0.781
3793,13.857,97,51199.219,13.574,24.706,80,1235,51199.219,51199.219,27,0.103,21,-1.562,0.781
3794,13.857,97,51199.219,13.593,25.098,80,1264,51199.219,51199.219,27,0.103,21,-1.562,0.781
3795,13.851,97,51199.219,13.574,25.098,80,1297.500,51199.219,51199.219,27,0.103,21,-1.562,0.781
3796,13.865,97,51199.219,13.593,25.098,80,1327.250,51199.219,51199.219,27.500,0.113,21,-1.562,0.781
3797,13.848,97,51199.219,13.593,24.706,80,1357,51199.219,51199.219,27.500,0.113,21,-1.562,0
3798,13.828,97,51199.219,13.593,24.706,80,1383.500,51199.219,51199.219,27.500,0.113,21,-0.781,-0.781
3799,13.809,97,51199.219,13.574,23.922,80,1386.500,51199.219,51199.219,27.500,0.113,21,-0.781,-1.562
3800,13.809,97,51199.219,13.593,23.529,80,1389.750,51199.219,51199.219,27.500,0.113,21,-1.562,-1.562
3801,13.827,97,51199.219,13.574,23.137,80,1367.750,51199.219,51199.219,27.500,0.113,21,-1.562,-2.344
3802,13.840,97,51199.219,13.574,23.137,80,1357.750,51199.219,51199.219,27.500,0.105,21,-2.344,-3.125
3803,13.842,97,51199.219,13.593,23.137,80,1343.750,51199.219,51199.219,27.500,0.105,21,-2.344,-3.125
3804,13.832,97,51199.219,13.574,22.745,80,1322.500,51199.219,51199.219,27.500,0.105,21,-2.344,-3.906
3805,13.846,97,51199.219,13.574,23.137,80,1303,51199.219,51199.219,27.500,0.105,21,-2.344,-3.125
3806,13.828,97,51199.219,13.574,23.137,80,1287.500,51199.219,51199.219,27,0.105,21,-1.562,-3.125
3807,13.846,97,51199.219,13.574,23.529,80,1275,51199.219,51199.219,27,0.105,21,-1.562,-2.344
3808,13.853,97,51199.219,13.574,23.922,80,1271.750,51199.219,51199.219,27,0.102,21,-0.781,-2.344
3809,13.848,97,51199.219,13.593,23.922,80,1268.750,51199.219,51199.219,27,0.102,21,-0.781,-1.562
3810,13.851,97,51199.219,13.574,24.314,80,1281.250,51199.219,51199.219,27,0.102,21,-0.781,-1.562
3811,13.862,97,51199.219,13.574,24.706,80,1298.250,51199.219,51199.219,27,0.102,21,0,-0.781
3812,13.864,97,51199.219,13.593,25.098,80,1319.500,51199.219,51199.219,27.500,0.102,21,0.781,-0.781
3813,13.848,97,51199.219,13.574,25.098,80,1355.250,51199.219,51199.219,27.500,0.102,21,1.562,-0.781
3814,13.848,97,51199.219,13.574,25.098,80,1381.250,51199.219,51199.219,27.500,0.115,21,1.562,-0.781
3815,13.848,97,51199.219,13.593,24.706,80,1403.750,51199.219,51199.219,27.500,0.115,21,2.344,-1.562
3816,13.866,97,51199.219,13.593,24.314,80,1418.750,51199.219,51199.219,27.500,0.115,21,2.344,-1.562
3817,13.866,97,51199.219,13.593,24.314,80,1439.750,51199.219,51199.219,27.500,0.115,21,1.562,-1.562
3818,13.848,97,51199.219,13.593,24.314,80,1447.500,51199.219,51199.219,27.500,0.115,21,0,-2.344
3819,13.851,97,51199.219,13.593,23.922,80,1455.250,51199.219,51199.219,27.500,0.115,21,-0.781,-2.344
3820,13.827,97,51199.219,13.593,23.529,80,1456.250,51199.219,51199.219,27.500,0.111,21,-1.562,-2.344
3821,13.820,97,51199.219,13.593,23.529,80,1450.750,51199.219,51199.219,27.500,0.111,21,-1.562,-2.344
3822,13.834,97,51199.219,13.593,23.137,80,1441.250,51199.219,51199.219,27.500,0.111,21,-2.344,-2.344
3823,13.846,97,51199.219,13.593,23.137,80,1436.500,51199.219,51199.219,27.500,0.111,21,-2.344,-2.344
3824,13.839,97,51199.219,13.593,23.137,80,1432.750,51199.219,51199.219,27.500,0.111,21,-2.344,-2.344
3825,13.846,97,51199.219,13.593,23.137,80,1420.250,51199.219,51199.219,27.500,0.111,21,-1.562,-2.344
3826,13.846,97,51199.219,13.593,23.137,80,1418.750,51199.219,51199.219,27.500,0.103,21,-1.562,-1.562
3827,13.846,97,51199.219,13.593,23.529,80,1402.250,51199.219,51199.219,27.500,0.103,21,-0.781,-1.562
3828,13.866,97,51199.219,13.593,23.529,80,1397.500,51199.219,51199.219,27.500,0.103,21,-0.781,-1.562
3829,13.866,97,51199.219,13.593,23.922,80,1400.750,51199.219,51199.219,27.500,0.103,21,-0.781,-1.562
3830,13.848,97,51199.219,13.593,24.314,80,1407,51199.219,51199.219,27.500,0.103,21,-0.781,-1.562
3831,13.850,97,51199.219,13.593,24.314,80,1421,51199.219,51199.219,27.500,0.108,21,0,-1.562
3832,13.862,97,51199.219,13.593,24.314,80,1432.750,51199.219,51199.219,27.500,0.108,21,0,-1.562
3833,13.848,97,51199.219,13.593,24.314,80,1450,51199.219,51199.219,27.500,0.108,21,0,-1.562
3834,13.856,97,51199.219,13.593,24.314,80,1455.250,51199.219,51199.219,27.500,0.108,21,0,-1.562
3835,13.865,97,51199.219,13.593,24.314,80,1468.750,51199.219,51199.219,27.500,0.108,21,-0.781,-1.562
3836,13.848,97,51199.219,13.593,23.922,80,1475,51199.219,51199.219,27.500,0.108,21,-0.781,-1.562
3837,13.851,97,51199.219,13.593,23.922,80,1468.750,51199.219,51199.219,27.500,0.110,21,-1.562,-1.562
3838,13.866,97,51199.219,13.593,23.922,80,1471.750,51199.219,51199.219,27.500,0.110,21,-1.562,-1.562
3839,13.867,97,51199.219,13.593,24.314,80,1484.250,51199.219,51199.219,27.500,0.110,21,-2.344,-1.562
3840,13.871,97,51199.219,13.593,24.706,80,1489,51199.219,51199.219,28,0.110,21,-1.562,-1.562
3841,13.867,97,51199.219,13.593,24.706,80,1510,51199.219,51199.219,28,0.110,21,-1.562,-1.562
3842,13.867,97,51199.219,13.593,24.706,80,1528.750,51199.219,51199.219,28,0.111,21,-0.781,-0.781
3843,13.867,97,51199.219,13.593,24.706,80,1543.750,51199.219,51199.219,28,0.111,21,-0.781,0
3844,13.857,97,51199.219,13.593,25.098,80,1565.500,51199.219,51199.219,28,0.111,21,-1.562,-0.781
3845,13.848,97,51199.219,13.593,25.098,80,1582,51199.219,51199.219,28,0.111,21,-1.562,0
3846,13.866,97,51199.219,13.593,24.706,80,1600,51199.219,51199.219,28,0.111,21,-1.562,0
3847,13.866,97,51199.219,13.593,24.314,80,1620.250,51199.219,51199.219,28,0.113,21,-2.344,0
3848,13.851,97,51199.219,13.593,24.314,80,1629.500,51199.219,51199.219,28,0.113,21,-2.344,0
3849,13.866,96,51199.219,13.593,24.314,80,1629.500,51199.219,51199.219,28,0.113,21,-2.344,0
3850,13.848,97,51199.219,13.593,23.922,80,1642.750,51199.219,51199.219,28,0.113,21,-2.344,-0.781
3851,13.828,97,51199.219,13.593,23.529,80,1653.750,51199.219,51199.219,28,0.113,21,-2.344,-0.781
3852,13.828,97,51199.219,13.593,23.137,80,1657.750,51199.219,51199.219,28,0.108,21,-2.344,-0.781
3853,13.838,96,51199.219,13.593,23.137,80,1653.750,51199.219,51199.219,28,0.108,21,-3.125,-1.562
3854,13.829,97,51199.219,13.593,23.137,80,1647.500,51199.219,51199.219,28,0.108,21,-3.906,-1.562
3855,13.846,96,51199.219,13.593,22.745,80,1645.250,51199.219,51199.219,28,0.108,21,-3.906,-2.344
3856,13.846,97,51199.219,13.593,22.745,80,1638.250,51199.219,51199.219,28,0.108,21,-3.906,-2.344
3857,13.846,97,51199.219,13.613,23.137,80,1637.500,51199.219,51199.219,28,0.101,21,-3.125,-2.344
3858,13.809,97,51199.219,13.593,22.745,80,1623.250,51199.219,51199.219,28,0.101,21,-3.125,-2.344
3859,13.861,96,51199.219,13.593,21.961,80,1588.250,51199.219,51199.219,28,0.101,21,-3.125,-2.344
3860,13.867,97,51199.219,13.593,21.569,80,1549,51199.219,51199.219,28,0.101,21,-3.125,-2.344
3861,13.807,97,51199.219,13.593,21.176,80,1496.750,51199.219,51199.219,28,0.101,21,-2.344,-2.344
3862,13.789,97,51199.219,13.574,20,80,1425,51199.219,51199.219,27.500,0.087,21,-2.344,-2.344
3863,13.789,97,51199.219,13.574,19.216,80,1330.250,51199.219,51199.219,27.500,0.087,21,0,0
3864,13.806,97,51199.219,13.554,18.431,80,1235.750,51199.219,51199.219,26,0.087,21,0,0
3865,13.828,97,51199.219,13.554,18.039,80,1123.250,51199.219,51199.219,21.500,0.087,21,0,0
3866,13.768,97,51199.219,13.554,19.216,80,1070.250,51199.219,51199.219,21,0.087,21,0,0
3867,13.807,97,51199.219,13.554,19.608,80,1019.500,51199.219,51199.219,20.500,0.087,21,0,0
3868,13.827,97,51199.219,13.554,20,80,969.500,51199.219,51199.219,20.500,0.087,21,0,0
3869,13.750,97,51199.219,13.535,20.784,80,930.250,51199.219,51199.219,20.500,0.081,21,-2.344,-2.344
3870,13.788,97,51199.219,13.535,21.176,80,889,51199.219,51199.219,19,0.081,21,-2.344,-3.125
3871,13.770,97,51199.219,13.535,21.961,80,860.750,51199.219,51199.219,18.500,0.081,21,-3.125,-3.906
3872,13.750,97,51199.219,13.515,22.353,80,836.500,51199.219,51199.219,18,0.081,21,-3.125,-4.688
3873,13.737,97,51199.219,13.515,22.745,80,817,51199.219,51199.219,17.500,0.081,21,-3.125,-4.688
3874,13.749,97,51199.219,13.496,23.137,80,789.750,51199.219,51199.219,17,0.081,21,-2.344,-4.688
3875,13.770,97,51199.219,13.515,23.529,80,778,51199.219,51199.219,17,0.081,21,-1.562,-3.906
3876,13.730,97,51199.219,13.496,23.922,80,768.750,51199.219,51199.219,17,0.081,21,-1.562,-3.906
3877,13.729,97,51199.219,13.496,23.922,80,764,51199.219,51199.219,17,0.081,21,-0.781,-3.906
3878,13.729,97,51199.219,13.496,23.922,80,757,51199.219,51199.219,17,0.081,21,0,-3.906
3879,13.748,97,51199.219,13.496,24.314,80,752.250,51199.219,51199.219,17,0.099,21,0,-3.125
3880,13.711,97,51199.219,13.496,24.314,80,746,51199.219,51199.219,17,0.099,21,0.781,-3.125
3881,13.734,96,51199.219,13.496,24.314,80,760.750,51199.219,51199.219,17,0.099,21,1.562,-2.344
3882,13.749,97,51199.219,13.496,24.314,80,760,51199.219,51199.219,17,0.099,21,1.562,-2.344
3883,13.740,97,51199.219,13.496,24.314,80,764.750,51199.219,51199.219,17,0.099,21,1.562,-2.344
3884,13.734,97,51199.219,13.496,23.922,80,771.750,51199.219,51199.219,17,0.099,21,1.562,-1.562
3885,13.749,97,51199.219,13.496,23.922,80,777.250,51199.219,51199.219,17,0.099,21,1.562,-1.562
3886,13.749,97,51199.219,13.515,23.922,80,782.750,51199.219,51199.219,17,0.099,21,1.562,-1.562
3887,13.739,96,51199.219,13.515,23.922,80,789,51199.219,51199.219,17,0.099,21,1.562,-1.562
3888,13.730,97,51199.219,13.496,23.529,80,784.250,51199.219,51199.219,17,0.099,21,1.562,-1.562
3889,13.721,96,51199.219,13.496,23.529,80,780.250,51199.219,51199.219,17,0.103,21,1.562,-1.562
3890,13.711,97,51199.219,13.496,23.529,80,782.750,51199.219,51199.219,17,0.103,21,1.562,-1.562
3891,13.729,97,51199.219,13.496,23.529,80,775.750,51199.219,51199.219,17,0.103,21,0.781,-1.562
3892,13.729,96,51199.219,13.496,23.529,80,765.500,51199.219,51199.219,17,0.103,21,0.781,-1.562
3893,13.721,97,51199.219,13.496,23.529,80,764.750,51199.219,51199.219,17,0.103,21,0.781,-1.562
3894,13.710,97,51199.219,13.476,23.529,80,753,51199.219,51199.219,17,0.103,21,0.781,-2.344
3895,13.711,97,51199.219,13.496,23.137,80,752.250,51199.219,51199.219,17,0.103,21,0.781,-2.344
3896,13.700,97,51199.219,13.476,23.529,81,738.250,51199.219,51199.219,17,0.103,21,0.781,-2.344
3897,13.707,97,51199.219,13.476,23.529,81,738.250,51199.219,51199.219,17,0.103,21,0.781,-2.344
3898,13.710,96,51199.219,13.496,23.529,81,734.250,51199.219,51199.219,17,0.103,21,0.781,-2.344
3899,13.729,97,51199.219,13.476,23.529,81,726.500,51199.219,51199.219,17,0.103,21,0,-2.344
3900,13.729,96,51199.219,13.476,23.529,81,718.750,51199.219,51199.219,17,0.100,21,0,-2.344
3901,13.729,97,51199.219,13.476,23.529,81,716.250,51199.219,51199.219,17,0.100,21,0,-2.344
3902,13.730,97,51199.219,13.476,23.922,81,713.250,51199.219,51199.219,17,0.100,21,0,-2.344
3903,13.729,97,51199.219,13.457,23.922,81,705.250,51199.219,51199.219,17,0.100,21,0,-2.344
3904,13.729,97,51199.219,13.476,23.922,81,710.750,51199.219,51199.219,17,0.100,21,0,-2.344
3905,13.730,97,51199.219,13.476,23.922,81,712.500,51199.219,51199.219,17,0.100,21,0.781,-2.344
3906,13.730,96,51199.219,13.476,23.922,81,710.750,51199.219,51199.219,17,0.100,21,0.781,-1.562
3907,13.730,97,51199.219,13.476,23.922,81,715.500,51199.219,51199.219,17,0.100,21,0.781,-1.562
3908,13.730,97,51199.219,13.476,23.922,81,711.500,51199.219,51199.219,17,0.100,21,0.781,-1.562
3909,13.729,96,51199.219,13.476,24.314,81,710,51199.219,51199.219,17,0.100,21,0.781,-1.562
3910,13.730,97,51199.219,13.476,23.922,81,718.750,51199.219,51199.219,17,0.100,21,0.781,-0.781
3911,13.719,96,51199.219,13.476,23.922,81,713.250,51199.219,51199.219,16.500,0.101,21,1.562,-0.781
3912,13.730,97,51199.219,13.476,23.922,81,715.500,51199.219,51199.219,15,0.101,21,1.562,-0.781
3913,13.730,96,51199.219,13.457,23.922,81,714,51199.219,51199.219,15,0.101,21,1.562,0
3914,13.739,97,51199.219,13.476,24.314,81,712.500,51199.219,51199.219,15,0.101,21,1.562,0
3915,13.730,97,51199.219,13.476,23.922,81,714,51199.219,51199.219,15,0.101,21,1.562,0
3916,13.729,97,51199.219,13.457,23.922,81,710.750,51199.219,51199.219,15,0.101,21,1.562,0
3917,13.729,97,51199.219,13.476,23.922,81,709.250,51199.219,51199.219,15,0.101,21,1.562,0
3918,13.716,97,51199.219,13.476,24.314,81,706.250,51199.219,51199.219,15,0.101,21,1.562,0
3919,13.729,96,51199.219,13.476,24.314,81,703.750,51199.219,51199.219,15,0.101,21,1.562,0
3920,13.729,97,51199.219,13.457,24.314,81,703.750,51199.219,51199.219,15,0.101,21,1.562,0
3921,13.729,96,51199.219,13.476,24.314,81,706.250,51199.219,51199.219,15,0.101,21,1.562,0
3922,13.729,97,51199.219,13.476,23.922,81,712.500,51199.219,51199.219,15,0.103,21,1.562,0
3923,13.728,97,51199.219,13.457,24.314,81,705.250,51199.219,51199.219,15,0.103,21,1.562,0
3924,13.711,96,51199.219,13.476,24.314,81,712.500,51199.219,51199.219,15,0.103,21,1.562,0
3925,13.710,97,51199.219,13.476,24.314,81,708.500,51199.219,51199.219,15,0.103,21,1.562,0
3926,13.701,96,51199.219,13.457,24.314,81,709.250,51199.219,51199.219,15,0.103,21,1.562,0
3927,13.691,97,51199.219,13.476,24.314,81,704.500,51199.219,51199.219,15,0.103,21,1.562,0
3928,13.682,97,51199.219,13.457,23.922,81,705.250,51199.219,51199.219,15,0.103,21,1.562,0
3929,13.690,97,51199.219,13.457,24.314,81,701.500,51199.219,51199.219,15,0.103,21,1.562,0
3930,13.690,96,51199.219,13.476,24.314,81,709.250,51199.219,51199.219,15,0.103,21,1.562,0
3931,13.691,97,51199.219,13.476,24.314,81,707,51199.219,51199.219,15,0.103,21,1.562,0
3932,13.682,96,51199.219,13.457,24.314,81,703,51199.219,51199.219,15,0.103,21,1.562,0
3933,13.687,97,51199.219,13.457,24.314,81,705.250,51199.219,51199.219,15,0.103,21,1.562,0
3934,13.690,97,51199.219,13.457,24.314,81,697.500,51199.219,51199.219,15,0.103,21,1.562,0
3935,13.690,97,51199.219,13.457,24.314,81,701.500,51199.219,51199.219,15,0.103,21,1.562,0
3936,13.682,97,51199.219,13.457,24.314,81,705.250,51199.219,51199.219,15,0.103,21,1.562,0
3937,13.690,96,51199.219,13.457,24.314,81,710,51199.219,51199.219,15,0.103,21,1.562,0
3938,13.690,96,51199.219,13.457,24.314,81,709.250,51199.219,51199.219,15,0.103,21,1.562,0
3939,13.683,97,51199.219,13.476,24.314,81,712.500,51199.219,51199.219,15,0.103,21,1.562,0
3940,13.672,97,51199.219,13.457,24.314,81,702.250,51199.219,51199.219,15,0.103,21,1.562,0
3941,13.689,96,51199.219,13.457,23.922,81,702.250,51199.219,51199.219,15,0.103,21,1.562,0
3942,13.688,97,51199.219,13.457,23.922,81,707.750,51199.219,51199.219,15,0.103,21,0.781,0
3943,13.680,96,51199.219,13.457,24.314,81,706.250,51199.219,51199.219,15,0.103,21,1.562,0
3944,13.680,97,51199.219,13.457,23.922,81,705.250,51199.219,51199.219,15,0.103,21,1.562,0
3945,13.672,97,51199.219,13.457,23.922,81,703.750,51199.219,51199.219,15,0.103,21,1.562,0
3946,13.690,97,51199.219,13.457,24.314,81,704.500,51199.219,51199.219,15,0.103,21,1.562,0
3947,13.690,97,51199.219,13.457,24.314,81,703.750,51199.219,51199.219,15,0.103,21,1.562,0
3948,13.672,96,51199.219,13.457,24.314,81,697.500,51199.219,51199.219,15,0.103,21,1.562,0
3949,13.673,96,51199.219,13.457,24.314,81,700.750,51199.219,51199.219,15,0.103,21,1.562,0
3950,13.689,97,51199.219,13.457,24.314,81,704.500,51199.219,51199.219,15,0.103,21,1.562,0
3951,13.672,97,51199.219,13.457,24.314,81,699,51199.219,51199.219,15,0.103,21,1.562,0
3952,13.676,97,51199.219,13.457,24.314,81,700,51199.219,51199.219,15,0.103,21,1.562,0
3953,13.690,97,51199.219,13.457,24.314,81,700.750,51199.219,51199.219,15,0.103,21,2.344,0
3954,13.672,96,51199.219,13.457,24.314,81,701.500,51199.219,51199.219,15,0.103,21,1.562,0
3955,13.672,97,51199.219,13.457,24.314,81,701.500,51199.219,51199.219,15,0.103,21,2.344,0
3956,13.690,97,51199.219,13.457,24.314,81,703.750,51199.219,51199.219,15,0.103,21,2.344,0
3957,13.683,97,51199.219,13.457,24.314,81,709.250,51199.219,51199.219,15,0.103,21,2.344,0
3958,13.680,97,51199.219,13.457,24.314,81,710,51199.219,51199.219,15,0.103,21,2.344,0
3959,13.690,97,51199.219,13.457,23.922,81,715.500,51199.219,51199.219,15,0.103,21,2.344,0
3960,13.682,96,51199.219,13.457,23.922,81,710,51199.219,51199.219,15,0.103,21,1.562,0
3961,13.690,97,51199.219,13.457,23.922,81,716.250,51199.219,51199.219,15,0.103,21,1.562,0
3962,13.687,97,51199.219,13.457,23.922,81,714.750,51199.219,51199.219,15,0.103,21,1.562,0
3963,13.674,97,51199.219,13.457,23.922,81,710.750,51199.219,51199.219,15,0.103,21,1.562,0
3964,13.676,97,51199.219,13.457,23.922,81,708.500,51199.219,51199.219,15,0.103,21,1.562,0
3965,13.690,96,51199.219,13.457,23.922,81,712.500,51199.219,51199.219,15,0.103,21,1.562,0
3966,13.672,96,51199.219,13.457,23.922,81,700.750,51199.219,51199.219,15,0.103,21,1.562,0
3967,13.673,97,51199.219,13.457,23.922,81,702.250,51199.219,51199.219,15,0.102,21,1.562,0
3968,13.672,97,51199.219,13.457,23.922,81,696,51199.219,51199.219,15,0.102,21,0.781,0
3969,13.665,97,51199.219,13.457,24.314,81,694.500,51199.219,51199.219,15,0.102,21,0.781,0
3970,13.672,97,51199.219,13.457,24.314,81,698.250,51199.219,51199.219,15,0.102,21,0.781,0
3971,13.672,96,51199.219,13.457,24.314,81,697.500,51199.219,51199.219,15,0.102,21,0.781,0
3972,13.672,96,51199.219,13.437,24.314,81,688.250,51199.219,51199.219,15,0.102,21,0.781,0
3973,13.672,97,51199.219,13.457,24.314,81,690.500,51199.219,51199.219,15,0.102,21,0.781,0
3974,13.679,97,51199.219,13.457,24.314,81,691.250,51199.219,51199.219,15,0.102,21,0.781,0
3975,13.671,97,51199.219,13.457,24.314,81,690.500,51199.219,51199.219,15,0.102,21,0.781,0
3976,13.666,97,51199.219,13.457,24.314,81,692,51199.219,51199.219,15,0.102,21,0.781,0
3977,13.672,96,51199.219,13.457,24.314,81,700,51199.219,51199.219,15,0.102,21,1.562,0
3978,13.652,97,51199.219,13.457,24.314,81,701.500,51199.219,51199.219,15,0.103,21,1.562,0
3979,13.673,97,51199.219,13.457,24.314,81,705.250,51199.219,51199.219,15,0.103,21,1.562,0
3980,13.710,97,51199.219,13.457,23.922,81,705.250,51199.219,51199.219,15,0.103,21,1.562,0
3981,13.723,97,51199.219,13.457,23.922,81,714,51199.219,51199.219,15,0.103,21,1.562,0
3982,13.711,97,51199.219,13.457,23.922,81,709.250,51199.219,51199.219,15,0.103,21,1.562,0
3983,13.711,96,51199.219,13.457,23.922,81,704.500,51199.219,51199.219,15,0.103,21,0.781,0
3984,13.721,97,51199.219,13.437,23.922,81,694.500,51199.219,51199.219,15,0.103,21,1.562,0
3985,13.710,97,51199.219,13.457,23.922,81,694.500,51199.219,51199.219,15,0.103,21,1.562,0
3986,13.696,97,51199.219,13.437,23.922,81,691.250,51199.219,51199.219,15,0.103,21,0.781,0
3987,13.707,97,51199.219,13.437,23.922,81,684.250,51199.219,51199.219,15,0.103,21,0.781,0
3988,13.710,96,51199.219,13.457,23.922,81,687.500,51199.219,51199.219,15,0.103,21,0.781,0
3989,13.711,96,51199.219,13.437,23.922,81,690.500,51199.219,51199.219,15,0.103,21,1.562,0
3990,13.710,97,51199.219,13.437,24.314,81,684.250,51199.219,51199.219,15,0.101,21,1.562,0
3991,13.710,97,51199.219,13.457,24.314,81,685.750,51199.219,51199.219,15,0.101,21,1.562,0
3992,13.712,97,51199.219,13.457,24.314,81,690.500,51199.219,51199.219,15,0.101,21,1.562,0
3993,13.710,97,51199.219,13.437,23.922,81,689.750,51199.219,51199.219,15,0.101,21,1.562,0
3994,13.704,96,51199.219,13.457,23.922,81,693.750,51199.219,51199.219,15,0.101,21,1.562,0
3995,13.710,97,51199.219,13.437,23.922,81,687.500,51199.219,51199.219,15,0.101,21,1.562,0
3996,13.728,96,51199.219,13.457,24.314,81,702.250,51199.219,51199.219,15,0.101,21,1.562,0
3997,13.711,97,51199.219,13.457,24.314,81,704.500,51199.219,51199.219,15,0.101,21,1.562,0
3998,13.711,97,51199.219,13.457,23.922,81,708.500,51199.219,51199.219,15,0.101,21,1.562,0
3999,13.726,97,51199.219,13.457,23.922,81,703,51199.219,51199.219,15,0.101,21,2.344,0
4000,13.711,96,51199.219,13.457,23.922,81,703.750,51199.219,51199.219,15,0.101,21,2.344,0
4001,13.695,97,51199.219,13.437,23.922,81,690.500,51199.219,51199.219,15,0.102,21,1.562,0
4002,13.711,97,51199.219,13.437,23.922,81,695.250,51199.219,51199.219,15,0.102,21,1.562,0
4003,13.710,97,51199.219,13.457,23.922,81,697.500,51199.219,51199.219,15,0.102,21,1.562,0
4004,13.711,97,51199.219,13.457,23.922,81,697.500,51199.219,51199.219,15,0.102,21,1.562,0
4005,13.710,96,51199.219,13.437,23.922,81,696,51199.219,51199.219,15,0.102,21,1.562,0
4006,13.711,96,51199.219,13.457,23.922,81,703,51199.219,51199.219,15,0.102,21,1.562,0
4007,13.711,96,51199.219,13.437,23.922,81,701.500,51199.219,51199.219,15,0.102,21,1.562,0
4008,13.710,97,51199.219,13.457,23.922,81,704.500,51199.219,51199.219,15,0.102,21,1.562,0
4009,13.700,97,51199.219,13.457,23.922,81,700.750,51199.219,51199.219,15,0.102,21,1.562,0
4010,13.710,97,51199.219,13.437,23.922,82,693.750,51199.219,51199.219,15,0.102,21,1.562,0
4011,13.708,96,51199.219,13.437,23.922,81,695.250,51199.219,51199.219,15,0.102,21,1.562,0
4012,13.696,97,51199.219,13.437,23.922,82,693.750,51199.219,51199.219,15,0.102,21,1.562,0
4013,13.710,96,51199.219,13.437,23.922,82,699,51199.219,51199.219,15,0.101,21,0.781,0
4014,13.701,97,51199.219,13.437,23.922,82,696,51199.219,51199.219,15,0.101,21,0.781,0
4015,13.706,97,51199.219,13.437,23.922,82,689.750,51199.219,51199.219,15,0.101,21,0.781,0
4016,13.700,96,51199.219,13.437,23.922,81,688.250,51199.219,51199.219,15,0.101,21,0.781,0
4017,13.710,96,51199.219,13.437,23.922,82,690.500,51199.219,51199.219,15,0.101,21,1.562,0
4018,13.695,96,51199.219,13.437,23.922,82,686.500,51199.219,51199.219,15,0.101,21,1.562,0
4019,13.710,97,51199.219,13.437,23.922,82,691.250,51199.219,51199.219,15,0.101,21,1.562,0
4020,13.719,97,51199.219,13.437,23.922,82,696,51199.219,51199.219,15,0.101,21,1.562,0
4021,13.711,97,51199.219,13.457,23.922,82,701.500,51199.219,51199.219,15,0.101,21,1.562,0
4022,13.712,96,51199.219,13.457,23.922,82,708.500,51199.219,51199.219,15,0.101,21,1.562,0
4023,13.711,96,51199.219,13.437,23.922,82,706.250,51199.219,51199.219,15,0.101,21,1.562,0
4024,13.711,96,51199.219,13.457,23.922,82,704.500,51199.219,51199.219,15,0.101,21,2.344,0
4025,13.710,97,51199.219,13.457,23.922,82,705.250,51199.219,51199.219,15,0.101,21,1.562,0
4026,13.706,97,51199.219,13.437,23.922,82,706.250,51199.219,51199.219,15,0.101,21,1.562,0
4027,13.691,97,51199.219,13.437,23.922,82,704.500,51199.219,51199.219,15,0.101,21,1.562,0.781
4028,13.690,96,51199.219,13.457,23.529,82,708.500,51199.219,51199.219,15,0.101,21,1.562,0.781
4029,13.690,96,51199.219,13.437,23.529,82,703.750,51199.219,51199.219,15,0.101,21,1.562,0.781
4030,13.687,96,51199.219,13.437,23.922,82,703,51199.219,51199.219,15,0.101,21,1.562,0.781
4031,13.690,97,51199.219,13.457,23.922,82,702.250,51199.219,51199.219,15,0.101,21,1.562,0.781
4032,13.680,97,51199.219,13.437,23.529,82,700,51199.219,51199.219,15,0.101,21,1.562,0.781
4033,13.672,96,51199.219,13.437,23.529,82,697.500,51199.219,51199.219,15,0.101,21,0.781,0
