Row,5 Volt Reference 1 [V],5 Volt Reference 2 [V],Accelerator Pedal Position (APP) Indicated Angle [%],Barometric Pressure (BARO) [kPa],Camshaft Position (CMP) Active Counter [counts],Camshaft Position (CMP) Sensor [rpm],Crankshaft Position (CKP) Active Counter [counts],Crankshaft Position (CKP) Resync Counter [counts],Crankshaft Position (CKP) Sensor [rpm],Engine Coolant Temperature (ECT) Sensor [degree C],Engine Load [%],Engine Run Time,Engine Speed [rpm],Ignition 1 Signal [V],Intake Air Temperature (IAT) Sensor [degree C],Knock Detected Cylinder 1,Knock Detected Cylinder 2,Knock Detected Cylinder 3,Knock Detected Cylinder 4,Knock Detected Cylinder 5,Knock Detected Cylinder 6,Knock Detected Cylinder 7,Knock Detected Cylinder 8,Knock Retard [deg],Malfunction Indicator Lamp (MIL) Requested By DTC,Manifold Absolute Pressure (MAP) Sensor [kPa],Mass Air Flow (MAF) Sensor [g/s],Spark [deg],Throttle Position (TP) Indicated Angle [%],Torque Management Spark Retard [deg],Total Knock Retard [deg],Vehicle Speed Sensor [km/h]
294,5.043,5.065,0.500,98,119,526,124,0,532,93,20.784,00:05:20,532.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,39,6.180,18.500,17.688,0,0,4
295,5.043,5.065,0.500,98,129,516,173,0,509,93,20.392,00:05:20,514.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,40,6.260,19.500,17.688,0,0,2
296,5.043,5.065,0.500,98,140,542,222,0,531,93,20.392,00:05:21,535.500,13.746,22,No,No,No,No,No,No,No,No,0,Yes,39,6.260,19,17.688,0,0,0
297,5.043,5.043,0.500,98,151,544,25,0,545,93,20.392,00:05:21,543.250,13.670,22,No,No,No,No,No,No,No,No,0,Yes,39,6.280,18.500,17.688,0,0,0
298,5.043,5.065,0.500,98,161,539,79,0,539,93,20.392,00:05:22,549.500,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,6.230,18,17.688,0,0,0
299,5.043,5.043,0.500,98,172,527,138,0,523,93,19.216,00:05:23,520.500,13.696,22,No,No,No,No,No,No,No,No,0,Yes,38,5.870,18.500,17.395,0,0,0
300,5.043,5.065,0.500,98,182,513,173,0,520,93,19.216,00:05:23,519.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,39,5.890,18.500,17.258,0,0,0
301,5.043,5.065,0.500,98,192,508,206,0,515,93,19.216,00:05:24,513,13.746,22,No,No,No,No,No,No,No,No,0,Yes,39,5.940,18.500,17.258,0,0,0
302,5.043,5.043,0.500,98,203,530,3,0,528,93,18.824,00:05:24,529.250,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,5.960,18,17.258,0,0,0
303,5.043,5.043,0.500,98,213,505,48,0,515,93,19.216,00:05:25,523,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,5.900,18.500,17.258,0,0,0
304,5.043,5.065,14.934,98,224,553,102,0,574,93,48.627,00:05:26,594.250,13.820,22,No,No,No,No,No,No,No,No,0,Yes,50,16.020,16.500,24.797,0,1.934,0
305,5.043,5.043,14.777,98,242,1105,124,0,1107,93,42.745,00:05:26,1107,13.770,22,No,No,No,No,No,No,No,No,0,Yes,51,18.350,23.500,25.793,0,0,2
306,5.043,5.065,12.434,98,8,1092,253,0,1096,93,41.961,00:05:27,1091.500,13.795,22,No,No,No,No,No,No,No,No,0,Yes,48,17.430,30,25.363,0,0,5
307,5.043,5.065,12.922,98,30,1060,102,0,1065,93,44.706,00:05:27,1063.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,49,17.970,29.500,25.637,0,0,7
308,5.043,5.065,12.453,98,51,1096,217,0,1101,93,42.745,00:05:28,1099,13.770,22,No,No,No,No,No,No,No,No,0,Yes,49,18.380,30.500,25.637,0,0,9
309,5.043,5.043,0.500,98,73,1060,84,0,1046,94,26.667,00:05:29,1046.250,13.770,22,No,No,No,No,No,No,No,No,0,Yes,40,10.800,37,21.105,0,0,10
310,5.043,5.043,0.500,98,92,921,130,0,922,94,29.020,00:05:29,919.750,13.696,22,No,No,No,No,No,No,No,No,0,Yes,36,10.410,29.500,20.949,0,0,10
311,5.043,5.043,0.500,98,110,872,136,0,874,94,27.843,00:05:30,864,13.696,22,No,No,No,No,No,No,No,No,0,Yes,36,9.430,25,20.383,0,0,9
312,5.043,5.065,0.500,98,126,758,88,0,758,94,26.275,00:05:30,751.250,13.670,22,No,No,No,No,No,No,No,No,0,Yes,36,8.320,22,19.387,0,0,7
313,5.043,5.065,0.500,98,140,623,222,0,606,94,24.314,00:05:31,597.500,13.696,22,No,No,No,No,No,No,No,No,0,Yes,37,7.620,14,18.820,0,0,5
314,5.043,5.043,12.590,98,152,606,60,0,610,94,45.098,00:05:32,620.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,46,14.520,16,24.074,0,0,4
315,5.043,5.065,15.324,98,169,1051,51,0,1052,94,48.627,00:05:32,1064.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,54,19.830,22,26.359,0,0,4
316,5.043,5.043,15.324,98,192,1163,191,0,1158,94,48.235,00:05:33,1166,13.646,22,No,No,No,No,No,No,No,No,0,Yes,53,21.860,28.500,27.199,0,0,6
317,5.043,5.065,13.742,98,215,1168,103,0,1173,94,50.196,00:05:33,1173,13.646,22,No,No,No,No,No,No,No,No,0,Yes,53,20.600,28.500,26.926,0,0,8
318,5.043,5.043,0.500,98,238,1094,245,0,1085,94,25.882,00:05:34,1084.500,13.646,22,No,No,No,No,No,No,No,No,0,Yes,43,12.380,34.500,22.102,0,0,9
319,5.043,5.043,0.500,98,1,905,39,0,893,94,31.765,00:05:35,898.500,13.646,22,No,No,No,No,No,No,No,No,0,Yes,38,10.880,26,21.379,0,0,9
320,5.043,5.065,11.574,98,19,904,39,0,914,94,47.843,00:05:35,923.750,13.646,22,No,No,No,No,No,No,No,No,0,Yes,46,17,23.500,25.070,0,0,8
321,5.043,5.043,11.926,98,39,1051,116,0,1058,94,43.529,00:05:36,1048.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,49,17.800,28.500,25.500,0,0,8
322,5.043,5.065,10.227,98,60,1082,228,0,1085,94,36.471,00:05:36,1077.500,13.696,22,No,No,No,No,No,No,No,No,0,Yes,45,16.140,32.500,24.660,0,0,9
323,5.043,5.065,13.078,98,82,1104,83,0,1112,93,43.922,00:05:37,1108,13.720,22,No,No,No,No,No,No,No,No,0,Yes,49,18.610,30.500,25.930,0,0,9
324,5.043,5.065,10.012,98,104,1115,222,0,1118,93,37.255,00:05:38,1115,13.720,22,No,No,No,No,No,No,No,No,0,Yes,45,14.870,33,24.074,0,0,10
325,5.043,5.065,3.918,98,126,1057,77,0,1061,93,34.902,00:05:38,1056.500,13.696,22,No,No,No,No,No,No,No,No,0,Yes,42,12.820,35,22.668,0,0,10
326,5.043,5.065,0.500,98,152,913,57,0,913,93,29.412,00:05:39,909.250,13.696,22,No,No,No,No,No,No,No,No,0,Yes,36,10.420,24,21.105,0,0,10
327,5.043,5.065,0.500,98,170,898,73,0,902,93,26.275,00:05:40,896.750,13.696,22,No,No,No,No,No,No,No,No,0,Yes,34,8.920,27,20.109,0,0,10
328,5.043,5.043,0.500,98,188,864,78,0,859,93,21.176,00:05:40,856.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,30,7.240,28.500,18.547,0,0,10
329,5.043,5.065,0.500,98,205,838,62,0,824,93,21.569,00:05:41,824,13.770,22,No,No,No,No,No,No,No,No,0,Yes,29,6.740,28.500,18.391,0,0,11
330,5.043,5.043,0.500,98,221,796,27,0,799,93,20.784,00:05:41,797.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,29,6.700,28.500,18.117,0,0,10
331,5.043,5.065,0.500,98,237,780,230,0,780,93,21.176,00:05:42,778.250,13.746,22,No,No,No,No,No,No,No,No,0,Yes,29,6.640,26.500,18.117,0,0,10
332,5.043,5.043,0.500,98,251,690,135,0,686,93,21.176,00:05:43,681.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,30,6.480,18.500,17.980,0,0,10
333,5.043,5.043,0.500,98,8,624,255,0,615,93,20.392,00:05:43,613.500,13.696,22,No,No,No,No,No,No,No,No,0,Yes,32,6.330,15,17.688,0,0,10
334,5.043,5.065,0.500,98,20,574,82,0,574,93,20.392,00:05:44,571,13.670,22,No,No,No,No,No,No,No,No,0,Yes,34,6.410,16.500,17.688,0,0,9
335,5.043,5.043,0.500,98,32,592,159,0,580,93,20.784,00:05:44,572.500,13.646,22,No,No,No,No,No,No,No,No,0,Yes,35,6.380,15.500,17.551,0,0,9
336,5.043,5.043,0.500,98,44,620,254,0,633,93,20.392,00:05:45,634.500,13.696,22,No,No,No,No,No,No,No,No,0,Yes,34,6.210,16,17.551,0,0,10
337,5.043,5.065,0.500,98,56,622,109,0,607,93,20.784,00:05:46,612.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,33,6.150,14.500,17.688,0,0,10
338,5.043,5.065,0.500,98,68,588,205,0,597,93,20.784,00:05:46,598.250,13.696,22,No,No,No,No,No,No,No,No,0,Yes,34,6.260,16,17.688,0,0,9
339,5.043,5.065,0.500,98,80,591,40,0,594,93,20.784,00:05:47,594.250,13.696,22,No,No,No,No,No,No,No,No,0,Yes,34,6.230,15.500,17.688,0,0,9
340,5.043,5.065,0.500,98,92,609,131,0,599,93,20.392,00:05:47,601.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,35,6.130,15,17.688,0,0,9
341,5.043,5.043,0.500,98,105,618,237,0,599,93,20.784,00:05:48,599,13.720,22,No,No,No,No,No,No,No,No,0,Yes,34,6.340,14.500,17.688,0,0,8
342,5.043,5.043,0.500,98,117,612,74,0,626,93,20.392,00:05:49,626.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,34,6.290,15.500,17.688,0,0,8
343,5.043,5.043,0.500,98,129,615,172,0,618,93,20.784,00:05:49,620.500,13.670,22,No,No,No,No,No,No,No,No,0,Yes,34,6.300,15.500,17.688,0,0,8
344,5.043,5.043,0.695,98,141,621,14,0,621,93,20,00:05:50,633,13.746,22,No,No,No,No,No,No,No,No,0,Yes,34,6.330,16,17.688,0,0,8
345,5.043,5.065,9.875,98,154,681,129,0,697,93,30.196,00:05:50,701.500,13.696,22,No,No,No,No,No,No,No,No,0,Yes,39,11.220,19.500,22.102,0,0,8
346,5.043,5.065,12.434,98,171,985,109,0,988,93,43.922,00:05:51,1003.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,48,16.720,25,24.934,0,0,8
347,5.043,5.043,1.203,98,192,1077,206,0,1064,93,29.804,00:05:52,1073.250,13.696,22,No,No,No,No,No,No,No,No,0,Yes,44,12.010,34,21.945,0,0,10
348,5.043,5.043,3.918,98,212,963,21,0,965,93,30.980,00:05:52,960,13.670,22,No,No,No,No,No,No,No,No,0,Yes,37,11.540,38.500,21.809,0,0,10
349,5.043,5.043,1.867,98,231,929,55,0,923,93,29.020,00:05:53,912.750,13.696,22,No,No,No,No,No,No,No,No,0,Yes,36,10.570,39.500,21.242,0,0,10
350,5.043,5.065,0.500,98,249,915,67,0,918,93,25.882,00:05:53,916,13.670,22,No,No,No,No,No,No,No,No,0,Yes,36,9.660,36,20.383,0,0,10
351,5.043,5.043,0.500,98,10,843,59,0,839,93,28.627,00:05:54,844.250,13.696,22,No,No,No,No,No,No,No,No,0,Yes,35,9.160,25.500,20.109,0,0,9
352,5.043,5.043,0.500,98,27,802,27,0,785,93,24.314,00:05:55,783,13.670,22,No,No,No,No,No,No,No,No,0,Yes,33,7.330,26,18.820,0,0,9
353,5.043,5.065,0.500,98,42,740,203,0,733,93,22.745,00:05:55,731,13.596,22,No,No,No,No,No,No,No,No,0,Yes,32,6.510,22,18.117,0,0,8
354,5.043,5.043,0.500,98,54,575,47,0,562,93,20.392,00:05:56,569.250,13.696,22,No,No,No,No,No,No,No,No,0,Yes,34,6.130,16.500,17.551,0,0,6
355,5.043,5.065,0.500,98,65,501,98,0,489,93,20,00:05:56,494.750,13.646,22,No,No,No,No,No,No,No,No,0,Yes,37,6.280,22,17.688,0,0,4
356,5.043,5.043,0.500,98,75,504,133,0,513,93,22.353,00:05:57,523,13.696,22,No,No,No,No,No,No,No,No,0,Yes,40,6.860,19.500,18.254,0,0,3
357,5.043,5.043,0.500,98,86,570,195,0,581,94,23.529,00:05:58,589.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,41,7.200,16.500,18.547,0,0,1
358,5.043,5.065,0.500,98,98,608,37,0,609,94,21.176,00:05:58,605.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,6.480,13.500,17.824,0,0,0
359,5.043,5.065,0.500,98,109,533,106,0,542,94,20.392,00:05:59,547.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,6.400,17,17.824,0,0,0
360,5.043,5.065,0.500,98,120,561,171,0,554,94,20.784,00:05:59,564.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,6.410,14.500,17.824,0,0,0
361,5.043,5.043,0.500,98,131,556,236,0,550,94,19.608,00:06:00,537,13.646,22,No,No,No,No,No,No,No,No,0,Yes,37,6.060,15,17.395,0,0,0
362,5.043,5.065,0.500,98,142,518,26,0,519,94,19.608,00:06:01,500,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,5.870,19,17.395,0,0,0
363,5.043,5.065,0.500,98,152,527,75,0,518,94,19.216,00:06:01,530.750,13.845,22,No,No,No,No,No,No,No,No,0,Yes,38,5.910,18.500,17.395,0,0,0
364,5.043,5.065,0.500,98,163,521,131,0,521,94,19.216,00:06:02,520,13.746,22,No,No,No,No,No,No,No,No,0,Yes,38,5.890,18.500,17.395,0,0,0
365,5.043,5.043,0.500,98,173,502,171,0,502,94,19.216,00:06:02,514.500,13.820,22,No,No,No,No,No,No,No,No,0,Yes,38,5.920,18.500,17.395,0,0,0
366,5.043,5.043,0.500,98,183,518,209,0,510,94,19.216,00:06:03,499.750,13.621,22,No,No,No,No,No,No,No,No,0,Yes,39,5.920,18.500,17.395,0,0,0
367,5.043,5.065,0.500,98,194,540,1,0,546,94,19.216,00:06:04,543.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,5.860,17.500,17.395,0,0,0
368,5.043,5.043,0.500,98,204,503,43,0,506,94,19.216,00:06:04,516,13.820,22,No,No,No,No,No,No,No,No,0,Yes,39,5.950,19,17.395,0,0,0
369,5.043,5.065,0.500,98,215,524,94,0,523,94,19.216,00:06:05,523,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,5.940,18,17.395,0,0,0
370,5.043,5.065,0.500,98,225,523,143,0,522,94,19.216,00:06:05,531.500,13.820,22,No,No,No,No,No,No,No,No,0,Yes,38,5.910,18,17.395,0,0,0
371,5.043,5.065,0.500,98,236,538,194,0,526,94,19.216,00:06:06,525,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,5.970,17.500,17.395,0,0,0
372,5.043,5.043,0.500,98,246,531,247,0,534,94,19.216,00:06:07,532.500,13.696,22,No,No,No,No,No,No,No,No,0,Yes,38,5.900,18,17.395,0,0,0
373,5.043,5.065,0.500,98,1,476,36,0,487,94,18.824,00:06:07,486.500,13.546,22,No,No,No,No,No,No,No,No,0,Yes,38,6,21.500,17.258,0,0,0
374,5.043,5.043,0.500,98,11,547,83,0,537,94,19.216,00:06:08,530.750,13.670,22,No,No,No,No,No,No,No,No,0,Yes,38,5.940,16,17.395,0,0,0
375,5.043,5.065,0.500,98,22,525,134,0,531,94,19.216,00:06:08,528,13.670,22,No,No,No,No,No,No,No,No,0,Yes,38,5.930,18,17.395,0,0,0
376,5.043,5.043,0.500,98,32,529,185,0,520,94,19.608,00:06:09,519.500,13.696,22,No,No,No,No,No,No,No,No,0,Yes,38,5.860,18.500,17.395,0,0,0
377,5.043,5.043,0.500,98,43,514,228,0,518,94,19.216,00:06:10,519.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,5.970,18.500,17.395,0,0,0
378,5.043,5.065,0.500,98,53,515,11,0,525,94,18.824,00:06:10,524.250,13.696,22,No,No,No,No,No,No,No,No,0,Yes,39,5.960,18.500,17.258,0,0,0
379,5.043,5.065,0.500,98,64,544,68,0,540,94,19.608,00:06:11,542.250,13.746,22,No,No,No,No,No,No,No,No,0,Yes,37,6.080,17,17.551,0,0,0
380,5.043,5.043,0.500,98,74,531,118,0,533,94,20,00:06:11,542.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,6.170,18,17.688,0,0,0
381,5.043,5.065,0.500,98,85,532,177,0,536,94,20,00:06:12,539,12.949,22,No,No,No,No,No,No,No,No,0,Yes,38,6.190,18,17.688,0,0,0
382,5.043,5.065,0.500,98,95,496,214,0,490,94,20.392,00:06:13,487.500,13.646,22,No,No,No,No,No,No,No,No,0,Yes,39,6.220,19,17.688,0,0,0
383,5.043,5.065,0.500,98,106,526,0,0,550,94,21.176,00:06:13,546.500,13.646,22,No,No,No,No,No,No,No,No,0,Yes,40,6.310,18,17.824,0,0,0
384,5.043,5.065,0.500,98,117,538,64,0,543,94,21.176,00:06:14,539.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,39,6.450,18,17.824,0,0,0
385,5.043,5.065,0.500,98,127,555,124,0,541,94,20.392,00:06:14,541.500,13.670,22,No,No,No,No,No,No,No,No,0,Yes,39,6.230,15.500,17.551,0,0,0
386,5.043,5.065,0.500,98,138,516,176,0,520,94,19.608,00:06:15,518,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,5.990,18.500,17.395,0,0,0
387,5.043,5.065,0.500,98,148,515,217,0,520,94,19.216,00:06:16,520,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,6,18.500,17.395,0,0,0
388,5.043,5.043,0.500,98,159,525,10,0,524,94,19.216,00:06:16,521,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,5.960,18,17.395,0,0,0
389,5.043,5.065,0.500,98,169,480,43,0,471,94,18.824,00:06:17,470.750,13.521,22,No,No,No,No,No,No,No,No,0,Yes,39,6.020,26.500,17.395,0,0,0
390,5.043,5.065,0.500,98,179,552,89,0,544,94,19.608,00:06:17,532.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,5.960,15.500,17.395,0,0,0
391,5.043,5.043,0.500,98,190,531,141,0,534,94,19.608,00:06:18,530.750,13.795,22,No,No,No,No,No,No,No,No,0,Yes,38,5.930,18,17.395,0,0,0
392,5.043,5.043,0.500,98,200,494,174,0,487,94,19.608,00:06:19,487.500,13.746,22,No,No,No,No,No,No,No,No,0,Yes,39,5.970,19,17.395,0,0,0
393,5.043,5.065,0.500,98,210,552,223,0,561,94,19.608,00:06:19,560.500,13.820,22,No,No,No,No,No,No,No,No,0,Yes,38,6.050,15.500,17.395,0,0,0
394,5.043,5.043,0.500,98,221,530,24,0,536,94,19.608,00:06:20,542.750,13.820,22,No,No,No,No,No,No,No,No,0,Yes,38,6.040,18,17.551,0,0,0
395,5.043,5.065,0.500,98,232,541,77,0,504,94,20,00:06:20,514.750,13.746,22,No,No,No,No,No,No,No,No,0,Yes,38,6.070,17.500,17.395,0,0,0
396,5.043,5.065,0.500,98,242,511,114,0,519,94,19.608,00:06:21,516.250,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,5.970,18.500,17.551,0,0,0
397,5.043,5.043,0.500,98,252,532,159,0,525,94,20,00:06:22,533.750,13.845,22,No,No,No,No,No,No,No,No,0,Yes,39,5.940,18,17.395,0,0,0
398,5.043,5.065,0.500,98,7,519,211,0,521,94,19.608,00:06:22,518,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,6.050,18.500,17.395,0,0,0
399,5.043,5.043,0.500,98,17,502,240,0,501,94,19.608,00:06:23,511.500,13.820,22,No,No,No,No,No,No,No,No,0,Yes,41,6.060,19,17.395,0,0,0
400,5.043,5.065,19.309,98,27,579,26,0,604,94,63.922,00:06:23,607.250,13.820,22,No,No,No,No,No,No,No,No,0,Yes,58,20.230,15.500,27.199,0,3.867,1
401,5.043,5.043,7.297,98,47,1171,105,0,1172,94,29.020,00:06:24,1148.750,13.795,22,No,No,No,No,No,No,No,No,0,Yes,46,13.320,34.500,22.512,0,0,3
402,5.043,5.065,4.094,98,67,874,164,0,863,94,32.157,00:06:25,855,13.795,22,No,No,No,No,No,No,No,No,0,Yes,40,11.180,36.500,21.516,0,0,6
403,5.043,5.043,7.492,98,84,834,134,0,842,94,35.686,00:06:25,843.250,13.770,22,No,No,No,No,No,No,No,No,0,Yes,42,12.570,33.500,22.941,0,0,7
404,5.043,5.065,13.586,98,102,992,151,0,1010,94,47.843,00:06:26,1014,13.720,22,No,No,No,No,No,No,No,No,0,Yes,50,18.120,29,25.793,0,0,8
405,5.043,5.043,13.254,98,123,1113,6,0,1121,94,42.745,00:06:26,1119.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,49,18.430,31,25.793,0,0,9
406,5.043,5.065,16.008,98,147,1221,166,0,1228,94,49.412,00:06:27,1230.500,13.746,22,No,No,No,No,No,No,No,No,0,Yes,53,23.870,29,28.059,0,0,12
407,5.043,5.065,15.832,98,173,1355,152,0,1363,94,53.333,00:06:28,1358.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,56,27.380,29,29.348,0,0,14
408,5.043,5.065,10.031,98,200,1361,183,0,1358,94,37.255,00:06:28,1348.750,13.646,22,No,No,No,No,No,No,No,No,0,Yes,46,20.430,33.500,26.359,0,0,15
409,5.043,5.043,13.605,98,227,1327,184,0,1329,94,44.314,00:06:29,1329,13.646,22,No,No,No,No,No,No,No,No,0,Yes,48,25.670,32,28.781,0,0,15
410,5.043,5.043,12.434,98,254,1372,205,0,1377,94,43.922,00:06:29,1373,13.621,22,No,No,No,No,No,No,No,No,0,Yes,50,23.450,32.500,27.785,0,0,15
411,5.043,5.043,8.996,98,25,1341,225,0,1340,94,36.471,00:06:30,1337.750,13.670,22,No,No,No,No,No,No,No,No,0,Yes,43,19.540,36.500,26.066,0,0,15
412,5.043,5.043,8.352,98,51,1312,222,0,1315,94,37.255,00:06:31,1308.250,13.596,22,No,No,No,No,No,No,No,No,0,Yes,42,19.080,36.500,26.066,0,0,15
413,5.043,5.065,8.332,98,77,1293,211,0,1299,94,35.294,00:06:31,1295.250,13.596,22,No,No,No,No,No,No,No,No,0,Yes,41,18.170,37,25.637,0,0,15
414,5.043,5.043,6.613,98,103,1245,184,0,1242,94,29.804,00:06:32,1237.500,13.621,22,No,No,No,No,No,No,No,No,0,Yes,38,15.270,40,24.074,0,0,14
415,5.043,5.065,8.840,98,127,1205,120,0,1209,94,34.510,00:06:32,1202.750,13.596,22,No,No,No,No,No,No,No,No,0,Yes,38,16.850,39,25.070,0,0,14
416,5.043,5.065,9.348,98,151,1201,47,0,1205,94,39.216,00:06:33,1199.250,13.670,22,No,No,No,No,No,No,No,No,0,Yes,42,17.920,35,25.500,0,0,14
417,5.043,5.043,10.539,98,175,1142,218,0,1139,94,42.353,00:06:34,1141,13.670,22,No,No,No,No,No,No,No,No,0,Yes,41,18.840,36,26.066,0,0,13
418,5.043,5.065,11.047,98,198,1202,135,0,1205,94,40.392,00:06:34,1204,13.646,22,No,No,No,No,No,No,No,No,0,Yes,45,19.240,33,25.930,0,0,13
419,5.043,5.043,4.602,98,223,1217,70,0,1208,94,28.235,00:06:35,1214,13.646,22,No,No,No,No,No,No,No,No,0,Yes,40,13.320,38,22.941,0,0,14
420,5.043,5.043,3.234,98,246,1175,248,0,1177,94,25.490,00:06:35,1178,13.621,22,No,No,No,No,No,No,No,No,0,Yes,33,11.380,44,21.672,0,0,14
421,5.043,5.043,0.500,98,14,1227,172,0,1229,94,23.529,00:06:36,1229.750,13.670,22,No,No,No,No,No,No,No,No,0,Yes,30,10.410,49.500,21.242,0,0,15
422,5.043,5.043,0.500,98,39,1254,123,0,1252,94,21.961,00:06:37,1246.250,13.696,22,No,No,No,No,No,No,No,No,0,Yes,28,10.730,36,21.105,0,0,16
423,5.043,5.065,0.500,98,63,997,41,0,955,94,22.745,00:06:37,933.500,13.696,22,No,No,No,No,No,No,No,No,0,Yes,28,9.110,28.500,20.109,0,0,17
424,5.043,5.043,0.500,98,78,784,234,0,794,94,25.098,00:06:38,795,13.646,22,No,No,No,No,No,No,No,No,0,Yes,32,8.110,27,19.250,0,0,18
425,5.043,5.043,0.500,98,94,810,183,0,812,94,20.784,00:06:38,804.500,13.621,22,No,No,No,No,No,No,No,No,0,Yes,30,6.820,28,18.254,0,0,18
426,5.043,5.065,0.500,98,109,751,107,0,757,94,21.569,00:06:39,759.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,30,6.360,24.500,17.980,0,0,19
427,5.043,5.065,0.500,98,124,737,38,0,723,93,21.961,00:06:40,722.750,13.670,22,No,No,No,No,No,No,No,No,0,Yes,30,6.310,22,17.980,0,0,20
428,5.043,5.065,0.500,98,139,724,199,0,714,93,21.176,00:06:40,716.500,13.670,22,No,No,No,No,No,No,No,No,0,Yes,30,6.510,21,17.980,0,0,20
429,5.043,5.065,0.500,98,153,705,103,0,713,93,21.961,00:06:41,715,13.696,22,No,No,No,No,No,No,No,No,0,Yes,30,6.400,21,17.980,0,0,20
430,5.043,5.065,0.500,98,166,624,231,0,630,93,20.392,00:06:41,630.250,13.696,22,No,No,No,No,No,No,No,No,0,Yes,32,6.550,18.500,17.688,0,0,20
431,5.043,5.065,0.500,98,179,680,96,0,677,93,19.216,00:06:42,666.250,13.646,22,No,No,No,No,No,No,No,No,0,Yes,32,6.090,18,17.551,0,0,20
432,5.043,5.043,0.500,98,192,615,217,0,608,93,20.784,00:06:43,608.750,13.696,22,No,No,No,No,No,No,No,No,0,Yes,32,6.480,17.500,17.551,0,0,19
433,5.043,5.043,0.500,98,205,611,59,0,622,93,21.176,00:06:43,621.500,13.670,22,No,No,No,No,No,No,No,No,0,Yes,33,5.930,18,17.551,0,0,18
434,5.043,5.065,0.500,98,217,592,160,0,597,93,19.608,00:06:44,595.750,13.746,22,No,No,No,No,No,No,No,No,0,Yes,34,6.120,17.500,17.688,0,0,17
435,5.043,5.065,0.500,98,229,602,4,0,607,93,19.608,00:06:44,617,13.795,22,No,No,No,No,No,No,No,No,0,Yes,33,6.240,17.500,17.688,0,0,16
436,5.043,5.065,0.500,98,242,664,119,0,665,93,20,00:06:45,659,13.746,22,No,No,No,No,No,No,No,No,0,Yes,33,6.200,17,17.688,0,0,14
437,5.043,5.043,0.500,98,254,587,207,0,591,93,20.392,00:06:46,588.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,34,6.130,16.500,17.688,0,0,12
438,5.043,5.065,0.500,98,9,521,8,0,499,93,21.176,00:06:46,509.500,13.596,22,No,No,No,No,No,No,No,No,0,Yes,37,6.540,22.500,17.980,0,0,11
439,5.043,5.043,0.500,98,20,560,66,0,555,93,22.745,00:06:47,554.500,13.696,22,No,No,No,No,No,No,No,No,0,Yes,39,6.850,17.500,18.391,0,0,9
440,5.043,5.065,0.500,98,31,595,148,0,599,93,23.922,00:06:47,585.500,13.795,22,No,No,No,No,No,No,No,No,0,Yes,39,7.140,14.500,18.547,0,0,6
441,5.043,5.043,0.500,98,43,582,233,0,585,93,23.529,00:06:48,582,13.795,22,No,No,No,No,No,No,No,No,0,Yes,39,7.170,15.500,18.547,0,0,3
442,5.043,5.065,0.500,98,55,596,63,0,590,93,22.353,00:06:49,596.250,13.820,22,No,No,No,No,No,No,No,No,0,Yes,39,6.590,14,17.980,0,0,0
443,5.043,5.065,0.500,98,66,552,134,0,557,93,20.784,00:06:49,554,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,6.300,15.500,17.824,0,0,0
444,5.043,5.065,0.500,98,77,534,192,0,543,93,20.392,00:06:50,540.750,13.746,22,No,No,No,No,No,No,No,No,0,Yes,38,6.290,16.500,17.824,0,0,0
